sentimen;tahun;text
Positif;2020;''Sistem Penerimaan Peserta Didik Baru (PPDB) rupanya menyisakan kisah haru, Bunda. Seorang putri sopir angkot berhasil lolos SMA favorit di Jakarta. https://t.co/aMdGtrmZ2y'
Positif;2020;''Cerita PPDB 2020 di #Jakarta. \nCalon siswa dari keluarga miskin bisa masuk sekolah #favorit. Inilah semangat pendidikan #tuntas #berkualitas di ibukota #Indonesia. #pendidikan #jakartakolaborasi @dkijakarta @Disdik_DKI \n\nhttps://t.co/FEDzZp6aVg https://t.co/7RodqYnQW4'
Positif;2020;''#News: Ketua Komisi E Apresiasi Bantuan untuk Siswa Tak Lolos PPDB  https://t.co/sziHA5qW2i | Berita Jakarta'
Positif;2020;''Beruntung yaaa warga Jakarta punya Gubernur yg sangat peduli..\n\nSelain Uang Pangkal, Pemprov DKI Akan Bantu SPP Siswa Gagal PPDB yang Masuk Sekolah Swasta https://t.co/mBtkIDEVTH'
Positif;2020;''Walaupun proses PPDB di DKI Jakarta menuai polemik, tapi Ketua Komisi E DPRD DKI Jakarta menilai keseluruhan proses sudah baik. #KAMUHARUSTAU\n\nhttps://t.co/XxKxiaFnWm'
Positif;2020;''tvOneNews (@tvOneNews) menge-Tweet: Pengamat pendidikan menyebutkan jika pelaksanaan PPDB Zonasi di DKI Jakarta justru memberikan rasa keadilan bagi masyarakat menengah ke bawah. #CariBeritaditvOne #diRumahNontontvOne #PPDBDKI https://t.co/nzb2qCXdyn (https://t.co/UkzpD09A8x)'
Positif;2020;''Alhamdulillah, masuk PPDB jakarta bun.. https://t.co/9OOvOvcsU1'
Positif;2020;''Pengurus dan kader PSI dirikan Posko untuk bantu warga yang kesulitan daftarkan anaknya dalam program Penerimaan Peserta Didik Baru (PPDB). Semoga keruwetan penerimaan siswa baru di Jakarta segera teratasi. https://t.co/yGR3JEZuSX'
Positif;2020;''Pengamat pendidikan menyebutkan jika pelaksanaan PPDB Zonasi di DKI Jakarta justru memberikan rasa keadilan bagi masyarakat menengah ke bawah. #CariBeritaditvOne #diRumahNontontvOne #PPDBDKI https://t.co/PnDLKlwlCr'
Positif;2020;''Ada kabar baik dari Kemendikbud soal PPDB DKI Jakarta. Semoga menyelesaikan kekisruhan. #Kemendikbud https://t.co/8YngE4YIah'
Negatif;2021;@GL0WINGSUNSETS pokonya udh lo di osis atau ekskul jabatannya apa, langsung ajuin aja biar dapet poin. tp gue entah gatau bandung gmn, krna tiap daerah beda sistem ppdb prestasinya, cuma jakarta emg jelek bet anjr '
Negatif;2021;"""@aqueelogy Aaaa queela kerenn ! \nAku juga seangkatan sama kamu , JAKARTA PPDB NYA MAKE UMUR MAU NANGIS  umur aku masi 14 malah saat itu..... Udh pasrah bgt gabisa masuk SMA  jdi aku SMK xixixi , tpi i'll do my best"""
Negatif;2021;'Ppdb jakarta makan gaji buta gajelas peraturannya. Kasian anak2 '
Negatif;2021;''Ppdb jakarta tolong pecat pegawai pegawai yg gabisa kerja. Kebijakan2 yg gamasuk akal!!!! makin edan aja peraturannya sekola ya pake nilai bukan umur'
Negatif;2021;''Ppdb jakarta gajelas'
Negatif;2021;''@jexatommo oalah, luar jakarta itu offline ya. kalo di jkt dari 2011 udh ppdb online, lupa sejak kapan mulai online. dan dari dulu sampe sekarang pasti ada aja problem di servernya. heran saya, gak berubah padahal udh bertahun tahun'
Negatif;2021;''Kasihan banget liat ibu2 yg pasrah nunggu sisa kursi sekolah.....bener2 ppdb yg menguras emosiiiii #PPDBJakarta #ppdb2021'
Negatif;2021;''ppdb jakarta sekarang kacau banget sistem prestasi pake umur&amppersentil, sistem zonasi pake umur. udah deh yg umur muda tapi pinter kalah sama yg umurnya lebih lebih lebih-_- https://t.co/cDGGsZ5uI1'
Negatif;2021;''ppdb jakarta ngaretnya kelebihan ih sia sia gua bangun pagi AAAABBHHJIIIINNGGG https://t.co/9jgHSeWlPK'
Negatif;2021;''PPDB JAKARTA KENAPA SISTEMNYA NGESELIN DAH'
Negatif;2021;''nie ppdb jakarta gmn sii, gua mau daftarin sepupu gua biar cepet malah kaga bisa milih skolah'
Negatif;2021;'INI GIMANA PPDB JAKARTA MASA GA ADA PILIHAN SEKOLAH NYA?'
Negatif;2021;''ppdb jakarta stress anjg'
Negatif;2021;"''@dihatitaehyung @PPDBDKI1 iya ngaco bgt ppdb jakarta masa iya 20 thn baru mau masuk sma , jdnya yg kecil"" pada swasta sedih bgt'"
Negatif;2021;"'sdh 2 thn ini ppdb dki bermasalah. pendidikan berkualitas ato umur yg berkualitas? tdk semua keluarga di jakarta mampu utk sekolah swasta. pilihan ""gap year"" malah timbulkan gunung es ke depannya. tolong bapak/ibu yg terhormat, dipertimbangkan ulang'"
Negatif;2021;''ada yg org jakarta ga? LO GA KESEL APA SAMA PPDB ZONASIII??!!! 20tahun masi keterima jing.. duhhh klo gni gue gaush mikirin nilai yg penting umur gue tua'
Negatif;2021;@lesgobipu Plss depresot banget sama ppdb jakarta Sistem zonasinya kurang adil...'
Negatif;2021;''Yang tua yg sekolah...\nYg muda hancurrr...\nMenuju #indonesiahancur2030\n.\n #PPDBJakarta\n@kompascom \n@Metro_TV \n@nadiemmakarim \n@Itjen_Kemdikbud \n@jokowi'
Negatif;2021;''jalur umur ini mah bukan jalur zonasi, badut banget ppdb jakarta'
Negatif;2021;''Capek sama sistem PPDB jakarta.'
Negatif;2021;''@0427JAY ga tau nih boong banget emng ppdb jakarta ga jelas'
Negatif;2021;''GIMANASI PPDB JAKARTA KATAMYA ZONASI KOK PAKE UMUR ??? ANEH'
Negatif;2021;''rebutan booking vaksin di jakarta bikin sakit perut, berasa ppdb'
Netral;2021;''@schfess kalo di dom jakarta ga pengaruh nder, kemaren aku ppdb yg dipake rapot smstr 1-5 doang'
Netral;2021;''@schfess bisa nder coba search ppdb 2021 aja ntar juga muncul, kalo masalah nilai yang murni di ppdb jakarta bidang prestasi kurang tp sekedar info doang, yang kuat itu kalo ada nilai dr lomba lomba/pengurus ekskul'
Netral;2021;''@karruboo lombanyaa kira2 kapann?? soalya kl ppdb jakarta kl gasalaa lombanya maksimal 6 bulan sebelum pendaftaran ppdb gituu'
Netral;2021;''@schfess kalo kamu di daerah jakarta pake zona zona doang nder (yang ppdb kemaren) dan kalopun jarak ke sekolah 900m bisa gamasuk zona utamanya gitu, tapi kalo bukan di jakarta kurang tau deh'
Netral;2021;Sudah siap mengikuti Tes Seleksi PPDB Madrasah Istiqlal Jakarta T.P 2022/2023?\n\n____\nJangan sampai terlewat ya!        Sabtu, 11 Desember 2021  https://t.co/83Ym1Da6zq'
Netral;2021;''Presentasi PPDB di SMP N 82 JAKARTA. \n@smpn82.jkt\nhttps://t.co/369W1UqPUg'
Netral;2021;''Presentasi PPDB di SMP N 82 JAKARTA. \n@smpn82.jkt\nhttps://t.co/lypEhn9Jib'
Netral;2021;''Hari ini kita Tim PPDB Tahun Pelajaran 2022/2023 berkunjung ke SMP N 82 JAKARTA.\n@smpn82.jkt\nhttps://t.co/O90SuNxhuO'
Netral;2021;'@ezgisuyahayatol\n#sma #smp #smk  Indonesia #sekolah #masasma #smahits #lfl #sbmptn #pelajar #kuliah #mahasiswa #pendidikan #ppdb #dirumahaja #like #viral #tiktok #selebgram #utbk #anakhits #belajar #sman #bimbel #jakarta #anaksma #universitas #kampus #bhfyp\n#ezgisuyahayatolal1m https://t.co/gzbj6y2VgI'
Netral;2021;''@ezgisuyahayatol\n#sma #smp #smk #sd # Indonesia #sekolah #masasma #smahits #lfl #sbmptn #pelajar #kuliah #mahasiswa #pendidikan #ppdb #dirumahaja #like #viral #tiktok #selebgram #utbk #anakhits #belajar #sman #bimbel #jakarta #anaksma #universitas #kampus #bhfyp\n#ezgisu https://t.co/rWn2VSJnpg'
Netral;2021;''@memethmeong Kemaren dah ngecek PPDB Jakarta, SD negeri inceran dia paling kecil masuk usia 6 tahun 9 bulan. Mudah2-an nanti nadim lolos deh di SMP/SMA Negri, karena mirip kamu mba Meth, pengen SD swasta, SMP-SMA nya Negeri'
Netral;2021;'@07SF_ @schfess Kan kita pasti dapet apa ya, semacem sertif pengurus OSIS ya, nah itu sama sekolah dilampirin gituu jadi kayak dapet nilai plus , btw ini aku PPDB Jakarta'
Netral;2021;''@twertelan yahhh krn ppdb jdi gabisa ya, lo emg di jakarta mana deh'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''smk! mau tanya misal aku dari jakarta timur mau ppdb di jakarta selatan itu bisa ga?'
Netral;2021;''gue mau nanya deh misal dari jakarta timur mau ppdb sma di jakarta selatan itu bisa ga?'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''PPDB Bersama SMA DKI Jakarta Dimulai, Inilah Daftar 89 SMA Swasta yang Terlibat Beserta Kuotanya - https://t.co/vzeKSVVjst'
Netral;2021;''SD Kartika Jaya X-7 Jakarta dengan kepala sekolah Pak Pamuji sukses menjadi yang terbaik di DKI Jakarta. Apa tips beliau untuk guru, anak dan orang tua untuk belajar dan PPDB di masa pandemi? Yuk kita kepoin guys!https://t.co/3iTVORBPbI'
Netral;2021;@jeongsshn btw itu aku ppdb Jakarta ya  cba tanya ppdb kotamu aja'
Netral;2021;''Catat Baik-baik, Begini Alur dan Tempat PPDB SD-SMA Jalur Zonasi di Jakarta - https://t.co/wiNmzkpmW1'
Netral;2021;''Adik gw tahun ini lulus SMP dan mau lanjut ke SMA. Ikutlah PPDB DKI Jakarta. BEUH YA AMPUN DEG-DEGAN'
Netral;2021;''Dibuka Sampai Besok, Ini Tata Cara Pendaftaran PPDB Bersama Sekolah Negeri dan Swasta di Jakarta\n\n #Sindonews #BukanBeritaBiasa .https://t.co/1n9ZEB558H'
Netral;2021;''Ombudsman Perwakilan Jakarta Raya menemukan beberapa dugaan malaadministrasi pada PPDB tingkat SMA/SMK di Bodebek. https://t.co/r9w3Q4YDyz'
Positif;2021;''@OposisiCerdas DKI itu paling bagus, PPKM masih bisa salurkan bansos 1 juta per KK utk yg berhak, program vaksin sdh 100%, belajar tatap muka sudah, PPDB lancar, Dead rate covid dulu tertinggi skrg jd turun, Jakarta pintar, Jakarta linko, warga daerah lain aja iri dgn DKI,'
Positif;2021;''@schfess + kemarin di ppdb jakarta, osis juga penting. Apalagi kalo jabatan osisnya tinggi, lumayan bgt tambahan nilainya'
Positif;2021;''@subschfess Ppdb 2021 dan Alhamdulillah nya di 2021 ini aku bisa keterima di salah satu sma negeri di Jakarta pusat, jadi poin utamanya \n-klo kalian yang angkatan SMP 21 mau ikut ppdb SMA lagi tahun 22 alias gapyear bisa langsung ikut aja tanpa harus Dateng ke mana2'
Positif;2021;''KPAI: PPDB DKI Jakarta Libatkan Sekolah Swasta, Patut Ditiru - https://t.co/We5oK0Po5l'
Positif;2021;''Kemarin sore saya mengunjungi posko PPDB (Penerimaan Peserta Didik Baru) di sekolah SMAN 8 Jakarta. Penerimaan siswa berjalan lancar, tapi ada beberapa catatan aspirasi yang saya terima, dan nanti akan saya tindak lanjut ke dinas terkait. https://t.co/xL6MS6oghb'
Positif;2021;''Ppdb jakarta bagus jg bisa kepantau gitu calon peserta didiknya, gua yg kudet apa emg ini sistem baru(?)'
Positif;2021;semangat buat podb jakarta ,seminggu kemaren ngurusin ppdb ga bisa tidur alhamdulillah udh selesai'
Positif;2021;@PPDBDKI1 Hebat posko ppdb Jakarta professional &amp sangat melayani masyarakat, sungguh salut...ingin segera pindah ke Jakarta, tp klo pindah skr, tahun depan kknya blm genap setahun takut bingung daftar skolah @aniesbaswedan @DKIJakarta  https://t.co/YUYRjl0g54'
Positif;2021;''Ppdb jakarta ternyata ada yg bagus juga.'
Positif;2021;''Siang #SahabatMilly, saya saat ini sedang mengecek bagaimana jalannya PPDB 2021 yang sedang berlangsung di SMAN 78, Kemanggisan Jakarta Barat. semua proses memang lebih teratur dibanding tahun lalu, namun ada beberapa catatan yg dpt dioptimalkan kedepannya \n#SisMillyBersamaRakyat https://t.co/FcqNp2tD5S'
Positif;2021;'Pemerintah DKI Jakarta menggandeng 89 sekolah swasta untuk menambah daya tampung bagi calon siswa dari jalur afirmasi dalam penerimaan peserta didik baru (PPDB) tahun ini. Kerja sama ini diutamakan di 168 kelurahan yang tak memiliki sekolah https://t.co/LuPbXWPn6P #KoranTempo'
Positif;2021;"''""Mantap Pak Anies, masalah sudah beres. Tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama. Bapak kan dulu juga Menteri kan Pak. Tau kan Pak pendaftaran PPDB seperti apa."" #TheEditors #PPDBJakarta  \n\nhttps://t.co/AprSyZxdnB https://t.co/qBGzzhTr8e'"
Positif;2021;''Mantap Pak Anies, masalah sudah beres. Tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama. Bapak kan dulu juga Menteri kan Pak. Tau kan Pak pendaftaran PPDB seperti apa. #TheEditors #PPDBJakarta  \n\nhttps://t.co/AprSyZxdnB https://t.co/MFm8B1lqRe'
Positif;2021;''Mantap Pak Anies, masalah sudah beres. Tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama. Bapak kan dulu juga Menteri kan Pak. Tau kan Pak pendaftaran PPDB seperti apa. #TheEditors #PPDBJakarta  \n\nhttps://t.co/AprSyZxdnB https://t.co/jKjY5lkv5a'
Positif;2021;''Wagub DKI: PPDB secara Online di Jakarta Berlangsung Sangat Baik https://t.co/fdlnc3sj9l'
Positif;2021;''PPDB di Jakarta Utara Berjalan Baik https://t.co/IIgWt4w0qk\n@kominfotikJU'
Positif;2021;''Pemerintah Kota Administrasi Jakarta Utara memastikan pelaksanaan Pendaftaran Peserta Didik Baru (PPDB) terkendali. \n\n#PPDBJakarta #ppdb2021 \n\n https://t.co/2xIVb6Rv7v https://t.co/rVWA2Nfv8C'
Positif;2021;''Apresiasi untuk Disdik Prov. DKI Jakarta dlm melayani masyarakat di masa PPDB ini. \n\n#SemogaLancar https://t.co/9qxWvPx4H4'
Positif;2021;'Gubernur DKI JakartaAnies Baswedanmemastikan, dua permasalahan situsPPDBDKI Jakarta Tahun 2021 sudah beres dan tertangani dengan baik. \nhttps://t.co/u42Z76kvgq\n@aniesbaswedan https://t.co/C4oHkvIaN7'
Positif;2021;''@Mdy_Asmara1701 @aniesbaswedan Sudah ada perbaikan .. Kebetulan anak Sy juga ikut PPDB DKI awalnya memang agak bermasalah Program SIDANIRA malah luar biasa GUBERNUR DKI JAKARTA ikut memantau karena dia Mantan MENDIKBUD RI jadi tahu &amp ini hal yg VITAL bagi Bibit SDM di DKI Jakarta ke depan, GERCEP &amp MONITOR ybs'
Positif;2021;Senjata gw saat itu adlh PC Intel Atom dgn memori 1 GB + modem Flash Telkomsel \n\nTahun demi thn berlalu, kesulitan/ketidakcakapan mengakses inet trnyt masih kerap muncul.\n\nUntungnya, bbrp warnet di Jakarta membuka jasa asistensi PPDB. Solidaritas yg bagus '
Positif;2021;'Gubernur DKI Jakarta Anies Baswedan gercep dan memastikan kesulitan dalam pengajuan akun saat PPDB tahun ajaran 2021/2022 sudah bisa teratasi dan sudah bisa diakses. https://t.co/z1ml6xlSc1'
Positif;2021;'Gercep banget nih! \n\nPPDB DKI Jakarta 2021 bermasalah Pak Gubernur @aniesbaswedan turun tangan pastikan proses lancar \n\nBangga gue punya Gubernur seperti beliau. https://t.co/nnXVMM1CnY'
Positif;2021;''Alhamdulillah, kendala yang kemarin sempat muncul dan dirasakan para siswa dan orangtua yang mengikuti PPDB 2021 Jakarta sudah tertangani dengan baik.\n\n@TelkomIndonesia @Disdik_DKI @dukcapiljakarta @JSCLab \n#PPDBJakarta2021\n#JagaJakarta\n#JakartaBangkit\nhttps://t.co/T6QG9cfGFU'
Positif;2021;''Wah selamat ya tipsnya berguna buat daftar #PPDBJakarta semoga bisa istirahat, buat yang lain semoga bermanfaat yaa #PPDBJakarta #ppdbdki #ppdb #ppdbdkijakarta #ppdb2021 https://t.co/5muaRLs825'
Positif;2021;@Disdik_DKI @PPDBDKI1\nterima kasih untuk para staff dan pengurus PPDB DKI Jakarta akhirnya sekian lama bisa daftar japres semoga hal ini tidak terjadi di tahun yang akan datang, dan bisa menjadi pelajaran supaya sistem pendidikan di Indonesia bisa maju yang memiliki SDM unggul'
Positif;2021;''Ombudsman Apresiasi Perbaikan PPDB DKI Jakarta 2021 https://t.co/4mercKYh4z'
Positif;2021;''@yellowraiseu paling enak ppdb jakarta,valid'
Positif;2021;''@kaptenriii dulu aku bener bener taat banget sama perintah allah pas deket deket ppdb Jakarta, setiap hari tahajud, doa, solawat in sekolah yang aku pengen, tapi takdir berkata lain kayaknya allah ngasih aku yang terbaik, aku ketendang SMA mana pun akhirnya daftar SMK, mungkinini yg trbaik'
Positif;2021;''waktu itu misuh misuh sama ppdb jakarta, skrg aku bersyukur bngt, bisa menemukan temen yg support, lebih support diri aku sendiri dripada temen smp, dan yaa skrg aku enjoy bngt sama sklhku skrg, walaupun praktek nya bnyk beut, ya namanya juga smk sih wkwkw'
Positif;2021;''@AJamilah1 @ismailfahmi Pemberkasan untuk sekolah negeri tahun kemarin berdasar pengalaman saya mendaftarkan keponakan saya d SD Negeri kalau d Jakarta sdh bisa online 100%. System ppdb di Jakarta sdh bagus.\nAda jg tahap daftar ulang stlh itu, ini saya tdk tahu prosesnya bgmn,orang tuanya yg mengurus.'
Negatif;2022;''@aniesbaswedan @Disdik_DKI @DKIJakarta @feryfarhati @dinaslhdki Bagus sich, sayang pemerataan pembiayaan pendidikan dari APBN DAN APBD BELUM ADIL, seharusnya semua siswa yg mengajukan diri untuk sekolah lewat PPDB pemprov jakarta, dilayani semua, klo kuota negeri kurang dialihkan ke swasta di subsidi, trus jangan yang punya kjp dan pip doang'
Negatif;2022;Inget gasihhh pas ppdb jg ortu udah DEMO gasih tp pemerintahnya malah ketawa ga peduli kyk beneran pas lg unjuk rasa diketawain dan dibodohin gt di depan para pendemo. Ini demi pelajar loh? Pemerintah emang sejahat itu ya. Kalgasal wkt itu pas demo ke dinas pendidikan jakarta https://t.co/HwOMg2Tm6J'
Negatif;2022;''Kemendikbud. Walaupun angkatan 2023 akan jadi percobaan nntinya. HAHAHA SEMANGAT YA, karna jujur gue masuk SMK juga karna percobaan wkwk. Yang orang Jakarta tau lah ya gimana kacaunya PPDB 2020 Jakarta. So, yup. Udah cukup PPDB yg jadi hal gue waktu itu kecewa sama sistem'
Negatif;2022; highschool in jakarta highschool in jakarta, gua ditolak ppdb dki ancrit'
Negatif;2022;'@convomf tangerang, oasu ppdb jkt nolak gue kan jd gabisa ikut trend high school in jakarta udh lama tp ttp aja sakitnya masi berasa men'
Negatif;2022;''@kurawa @DennySa015 @ACTforHumanity Seandainya dana itu bs bantu anak sya masuk sekolah, sedihnya ya Tuhan. Krn anak bodoh dan umur muda ga dpt sekolah negri. Pdhl Krn bodoh makanya sya sekolahkan. PPDB Jakarta sangat menyakitkan hati saya sbg orgtua tunggal. Semoga pemprov DKIbisa memberikan solusi utk anak kami'
Negatif;2022;'Gonta-Ganti Kebijakan, PPDB Jakarta Dinilai Banyak TimbulkanPersoalan https://t.co/16kQkOQojQ'
Negatif;2022; Pejuang PPDB Jakarta yang blum lolos nangis aja gpp, gw juga ngerasain gimana ga adilnya sistem sama kita yang udah usaha semaksimal mungkin. Semangat guys!! Nilai tinggi percuma ternyata wkwk'
Negatif;2022;''ppdb jakarta plis gaje bgt'
Negatif;2022;''@taniathlta_ iyanih kayanya, error mulu web ppdb jakarta dari kemaren ngeselin jg'
Negatif;2022;''@tanyakanrl PPDB zonasi Jakarta kmrn anjg nama gue pas awal awal ada di pilihan pertama trs iseng liat dua pilihan gue yg lain gaada nama gue pas balik ke pilihan pertama KOK UDAH GAADA YAH BOLAK BALIK SCROLL ATAS BAWAH DAN REFRESH TETEP GAADA ANJG PANIK KAN MAEN'
Negatif;2022;@cipdisiniy Kagak Terima soalnya ppdb kunyuk jakarta kagak pake nilai cuma zonasi sama umur'
Negatif;2022;''PPDB JAKARTA PENGEN GUE BANTAI MASIH KESEL BGT GUE'
Negatif;2022;''ppdb jakarta hrus 15 tahun anjirr, gua yg 14th 5 bulan , UTG DI JABAR'
Negatif;2022;"''ga adil banget najis ppdb zonasi jakarta masa yg udaa tua"" pada masuk sma, ga logiss banget, anak yg seharusnya masuk sma malah pada ketendang masa kita harus nunggu tahun depan buat masuk sma negri kan gila, mau sampe kapaan sistem nya ky gini @PPDBDKI1'"
Negatif;2022;''PPDB Jakarta ini kenapa gagal mulu ya, padahal jaringan aman kok'
Negatif;2022;''ini ppdb jakarta napa lemot bgttt'
Negatif;2022;''Web ppdb jakarta ngapa beginiii'
Netral;2022;''Untuk memenuhi kebutuhan masyarakat mendapatkan Layanan PAUD, Dinas Pendidikan Provinsi DKI Jakarta membuka layanan PPDB Tahun Ajaran 2022/2023 di 165 Satuan PAUD Negerivtersebar di Jakarta dengan jumlah peminat yang mendaftar ke Satuan PAUD Negeri meningkat dari tahun sebelumnya'
Netral;2022;''Untuk memenuhi kebutuhan masyarakat mendapatkan Layanan PAUD, Dinas Pendidikan Provinsi DKI Jakarta membuka layanan PPDB Tahun Ajaran 2022/2023 di 165 Satuan PAUD Negerivtersebar di Jakarta dengan jumlah peminat yang mendaftar ke Satuan PAUD Negeri meningkat dari tahun sebelumnya'
Netral;2022;''yaallah allahu akbar\ngue nyesel banget kenapa pas ppdb dulu, gue ga milih SMAN 8 atau SMAN 68 (Jakarta)\nsekarang rasa nyesel dan rasa bersalahnya ampun gede banget'
Netral;2022;''Penerimaan Peserta Didik Baru (PPDB) Online SMA Fons Vitae 2 Marsudirini Koja Jakarta Utara Tahun 2023/2024. https://t.co/hi0VOayudc'
Netral;2022;''PPDB MTsN-MAN DKI Jakarta 2022 Tahap Akhir: Link Pengumuman dan Cara Lapor Diri https://t.co/n11XwOwZ1B'
Netral;2022;''Pengalaman Mengikuti PPDB Online DKI Jakarta (part 1) https://t.co/hjYINDlk5t\n@BPerempuan\n #bloggerperempuan'
Netral;2022;''@SIAPonline mau tanya apakah bisa ikut ppdb depok jika kk DKI Jakarta tapi tinggalnya didaerah cinere. mohon infonya.apa saja persyaratannya.dan jalur mana yang harus diikiuti terima kasih'
Netral;2022;"w cuman nyeritain soal tim coach gw yg persiapan buat IGT, trs si emak nyeletuk ""Kamu ga ikutan ke jakarta juga?""\nBUSETDAH DIKATA JOIN IGT KEK PPDB SMA APA NANGIS BGT'"
Netral;2022;''PPDB SMA Hang Tuah 1 Jakarta sudah tutup. Selamat bergabung di SMA Hang Tuah 1 Jakarta.\n\n#smahangtuah1jakarta https://t.co/tKMPgtQ5dc'
Positif;2022;''@marlina_idha Bu di Pulau Seribu itu SMA nya secara fisik bagus.. tapi kalo diliat di PPDB banyak yang nggak daftar ulang... Mau usul kenapa nggak dibuat kayak SMA Unggulan aja yang pake asrama.. jadi calon siswa dari Jakarta nggak perlu khawatir untuk daftar disana.'
Positif;2022;sebenernya semua hal harus disyukuri, cuman if I COULD do this, waktu ppdb gue harusnya tetep milih sekolah di jakarta apapun itu sekolahnya asalkan di Jakarta  https://t.co/etY8s3YKLT'
Positif;2022;''@BungRetweet Kalo PPDB jakarta ada sekolah unggulan Dan nilainya bagus2'
Positif;2022;'PPDB Jakarta japres lolos seleksi, dan lulus di SMP jg huhuhu puji Tuhan bersyukur bngt-!!\nBuat temen yg blm lolos seleksi PPDB japres, semoga di jalur afirmasi &amp zonasi bisa keterima di SMA yg diinginkan Aaamiiinnnn \nGood luck, guys. Semangat!!! https://t.co/WIqhmbaG8G'
Positif;2022;'Alhamdulillah, keterima PPDB Jakarta jalur prestasi, walaupun bukan di SMA yang saya bayangkan tapi ini cukup untuk saya.\nThanks God '
Positif;2022;''Hari Pertama PPDB DKI Jakarta Berjalan Lancar - https://t.co/JbDGke0jSV \n\n#IDCORNER'
Positif;2022;'KPAI : PPDB Jakarta Berjalan Lancar, Lupa Password Akun Dominasi Permasalahan di PoskoPPDB https://t.co/MWMg67z4df'
Positif;2022;@chajisung Semoga lolos PPDB gel 1 Jakarta. Semoga juga kakak dijauhkan dari kesialan, dilancarkan dan dimudahkan dalam segala urusannya, aamiin. Rajin berdoa aja kak. SEMANGAT!! JANGAN NYERAH!\nJaga kesehatan ya, banyak makan, minum, istirahat. Good luck! Have a nice day'
Positif;2022;''Salut sih sama yg bikin presentil akademik PPDB DKI Jakarta taun ini, bisa sedetail itu dalam menghitung presentil akademik. Nilai akademik, nilai non akademik, akreditasi, peringkat angkatan, semuanya diramu jadi satu nilai untuk mewakili ikut jalur prestasi @PPDBDKI1'
Positif;2022;''Pemprov DKI Jakarta menyatakan, Penerimaan Peserta Didik Baru (PPDB) daring 2022 lebih variatif demi membentuk kualitas pendidikan yang lebih baik.\n\nhttps://t.co/JGr4Ux8Ih2'
Positif;2022;''Wakil Gubernur DKI Jakarta Ahmad Riza Patria mengatakan, penyelenggaraan penerimaan peserta didik baru (PPDB) 2022 akan berjalan semakin baik. https://t.co/PxeQ5OSuA8'
Positif;2022;'@schfess gw ppdb jakarta make jalur luar kota alhamdulillah langsung diterima pil 1 nder ga geser, padahal umur nya termasuk muda (gatau si ini diitung apa ngga)'
