sentimen,tahun,teksbersih
Positif,2019,ooh yang jakarta masih kayak begitu iya bagus deh saya lihat klasmen ppdb jawa barat lucu saja dirankingin berdasarkan jarak tapi ada juga sih yang pakai nilai cuma slot kursinya dikit
Positif,2019,ppdb daerah khusus ibukota jakarta kuota terbesar tetap menggunakan hasil un sebagai metoda seleksinya tangerang harusnya mengacu kah daerah khusus ibukota jakarta jangan bahkan ikut sistem serang lebak pandeglang yang memang hasil un masih dibawah rata nasional
Positif,2019,ppdb daerah khusus ibukota jakarta selama ini dianggap baik bisa dicontoh
Positif,2019,warga apresiasi pelaksanaan ppdb online jalur inklusi di jakarta
Positif,2019,warga kelurahan rawa badak selatan koja jakarta utara mengapresiasi jalur inklusi penerimaan peserta didik baru ppdb online bagi calon pelajar tingkat sd hingga sama atau smk
Negatif,2020,maaf bos sudah dbl founder tidak ada uang surabaya merdeka bos hahay sukarno lahir disini jakarta itu kota apa kelahiran umur si ppdb saja pakai umur niat sekolah tidak tertawa
Negatif,2020,kadisdik daerah khusus ibukota jakarta ini buat blunder dan ramai saja kemarin blunder soal ppdb sekarang soal ujian suka banget iya buat blunder dia sudah tidak bisa tidur nyenyak ini sudah viral begini perlu ditelusuri apa maksud dari soal ujian tersebut
Negatif,2020,fix nder kamu kalau ikut ppdb jakarta tahun ini kepental melulu
Negatif,2020,berikan kesempatan yang sudah sepuh nad
Negatif,2020,ini akibatnya kalau tidak benar kerja yang patung di masker in lah yang atap rumah warga fly over tapal kuda di cat atau ganjil genap motor diberlakukan ppdb jakarta menggunakan umur sebagai acuan
Negatif,2020,gubernur anies baswedan dan disdik daerah khusus ibukota jakarta digugat kah ptun daerah khusus ibukota soal ppdb ppdb daerah khusus ibukota dengan seleksi usia disebut melanggar aturan kemendikbud
Negatif,2020,para orang tua murid memasukkan gugatan kepada pemerintah provinsi daerah khusus ibukota jakarta kah ptun jakarta karena menerapkan syarat yang diskriminatif dalam ppdb online sehingga merugikan keberlangsungan pendidikan bermutu bagi siswa murid joi
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,sosialisasi yang buruk
Negatif,2020,ppdb jakarta kemarin amburadul akan bahkan orang tua sampai demo masak daftarin sekolah yang pertama jadi pertimbangan adalah umur bukannya bahkan tidak koreksi diri bahkan ngomingin nadiem
Negatif,2020,anis hanya pandai retorika tapi minim kinerja banyak kebijakan iya merugikan rakyat jakarta yang nyata penyelengara ppdb online yang amburadul bahkan akan terjadi kemacetan akibat terapan zonasi yang fake dan klubada polemik akibat kebijakan dia anis kabur entah kemana
Negatif,2020,ada orang tua murid yang mengadukan proses administrasi ppdb online daerah khusus ibukota jakarta
Negatif,2020,itu fakta makanya ppdb jakarta anarkis bahkan hampir dibatalkan
Negatif,2020,anak kemarin sore wkwkakak mengapa jadi lomba tua an sudah berasa ppdb jakarta
Negatif,2020,sudah sudah itu bukan reklamasi tapi disebut anies itu perluasan massa dari berbagai elemen berunjuk rasa di depan balai kota jakarta mereka memprotes soal reklamasi ancol hingga ppdb daerah khusus ibukota
Negatif,2020,tidak nonton berita kalau ppdb di daerah khusus ibukota jakarta bermasalah iya
Negatif,2020,ada demo lagi iya nis terkait ppdb daerah khusus ibukota jakarta bagaimana itu solusinya nis jangan dokem baik anda
Negatif,2020,sadar atau tidak pelaksanaan penerimaan peserta didik baru ppdb meninggalkan persoalan baru di jakarta saya menerima laporan ada ratusan siswa yang hingga saat ini belum terdaftar di sekolah mana pun dan terancam putus sekolah
Negatif,2020,pelajar peraih ratusan penghargaan aristawidya maheswari memperoleh tawaran melanjutkan pendidikan sama di sejumlah sekolah swasta di jakarta usai gagal lolos seleksi negeri kok bisa
Negatif,2020,kritik anies soal ppdb dan reklamasi presidium barometer jakarta gelar aksi demonstrasi
Negatif,2020,maksudnya jelas benar sangat kang kemarin ppdb jakarta jatah khusus anak nakes yang menangani covid cuma dikasih buat satu siswa saja beda sangat sama jawa barat dan jateng
Negatif,2020,komisi perlindungan anak indonesia komisi perlindungan anak indonesia menyebut ada siswa yang tidak lolos penerimaan peserta didik baru ppdb daerah khusus ibukota jakarta yang belakangan menjadi kisruh karena syarat usia baca selengkapnya di
Negatif,2020,kids belum lama ini heboh dengan berita seorang siswi bernama aristawdya maheswari siswi umur tahun yang berhasil mememiliki piala perhargaan namun gagal diterima di sama negeri di jakarta pada seleksi penerimaan peserta didik baru atau ppdb
Negatif,2020,ppdb zonasi dihujani kritik kini ribuan kursi kosong di sekolah jakarta tidak terisi
Negatif,2020,seharusnya sebelum menerapkan sistem ppdb zonasi diknas daerah khusus ibukota harus memperhitungkan atau mensosialisasikan lebih dahulu sistem ini memang enak sekarang akhirnya banyak kursi kosong jangan smp nanti kursi kosong diperjual belikan loh iya apalg untuk sekolah favorit di jakarta
Negatif,2020,dinas pendidikan daerah khusus ibukota jakarta sebelum membuka ppdb daerah khusus ibukota tahun mereka memang kurang melakukan sosialisasi
Negatif,2020,lembaga swadaya masyarakat gmbi daerah khusus ibukota jakarta menuntut kepada gubernur daerah khusus ibukota jakarta agar ppdb segera dicabut
Negatif,2020,swasta mana mungkin bisa dicampuri bang makanya wali murid saya rebutan cari sekolah negeri saat ppdb jakarta kemarin karena gratis spp dan lain-lain termasuk buku yang dipinjamkan bahkan banyak yang dari sekolah swasta pindah kah negeri juga demi gratis tapi iya itu seleksi kacau
Negatif,2020,memang yang perlu dikritisi sekarang itu sistem ppdb yang makin kacau ditambah pula model zonasi yang tidak jelas lebih parah di jakarta pakai sistem umur semua sekolah belum bisa disamakan semua kasian anak yang memang pintar dan harus sekolah yang tidak mendukung halo
Negatif,2020,mulai kebijakan normalisasi sungai di jakarta formula di monas yang mengorbankan pohon mahoni penanganan covid dan bantuan untuk para korban dampak pandemi yang ambur adul masalah ppdb yang akhirnya mengorbankan anak berprestasi menunjukkan ketidakmampuanmu anies baswedan
Negatif,2020,sebenarnya aku orangnya tidak dendam atau kalau nyesel kecewa tidak lama cuma kadang masih kecewa sama ppdb zonasi pakai umur karena aku masih oktober nanti baru harapan cuma di japres tapi rata anak negeri kalah sama swasta sejak masuk smp aku sudah netapin mau masuk sman jakarta sekolah
Negatif,2020,tidak habis fikir memang saya kenal orang model begini emak yang misuh anaknya tidak keterima di sekolah negeri gara aturan ppdb di jakarta tahu tidak yang disalahin siapa mendikbud
Negatif,2020,iyaa bapak aku akan dipindah kerjanya kah sana dari januari lalu karena aku dsah malas ikut ppdb jakarta jadi aku ikut kah ambon saja huhu
Negatif,2020,saya akan lihat ppdb jakarta ada yang paling muda nya tahun bulan kalau tidak salah ini saya yang tahun masih lama nyoba di jakarta bagaimana anjing auto swasta
Negatif,2020,tidak tahu lelah banget sama ppdb jakarta
Negatif,2020,lah jakarta ppdb ada yang umur tahun lebih yang daftar
Negatif,2020,gubernur covid konpres melulu ppdb jakarta diam akan kotoran
Negatif,2020,kadis pendidikan daerah khusus ibukota jakarta membuat kebijakan ppdb dengan batas usia akibatnya para orang tua tambah pusingg mencari uang untuk daftar anak di sekolah swasta konyoll
Negatif,2020,apa rencana pemerintah daerah khusus ibukota jakarta untuk anak yang gagal diterima ppdb kalau ortunya tidak sanggup daftarkan kah sekolah swasta karena mihil bagamana
Negatif,2020,semoga ada orang yang mau membiayai unt melanjutkan skolah iya adik tidak lolos ppdb jakarta pelajar peraih ratusan penghargaan akhirnya putus sekolah
Negatif,2020,kenapa iya dewan perwakilan rakyat daerah daerah khusus ibukota jakarta diam seribu bahasa ketika orang tua siswa merasa dirugikan disusahkan dengan aturan usia dalam ppdb di daerah khusus ibukota jakarta oleh kepala dinas pendidikan anehh katanya perwakilan rakyat waktu kampanye saudara laki-laki mengaku mengaku berjuang untuk rakyat kasihan deh
Netral,2020,jakarta indonesia
Netral,2020,penambahan anggaran bos menyusul banyaknya siswa di daerah khusus ibukota jakarta yang terdampak pandemi covid dan sistem ppdb
Netral,2020,
Netral,2020,bermimpilah besar dan berani gagal informasi ppdb sama istiqlal jakarta
Netral,2020,harusnya dari total nilai semua matpel disekolah kamu dibagi banyaknya matpel kamu nah kalau yang umur itu setau aku adanya di sistem ppdb jakarta ada beberapa daerah yang lihat dari jarak sekolah kerumah juga tahun ini adkel yang baru masuk paling tua umurnya sudah paling muda
Netral,2020,hmm cuma mau ngetik ft ppdb jakarta
Netral,2020,maba niat banget ngetimnya semoga membuahkan hasil adik
Netral,2020,apa kamu ppdb daerah khusus ibukota jakarta juga sama seperti aku
Netral,2020,kalau anak ppdb sama jakarta tahun ini bisa jawab kalah sama yang tahun kakak perempuan
Netral,2020,paling itu nadia yang ngirim menfessnya
Netral,2020,coba ppdb nya merambah dong kah depok jangan jakarta saja
Netral,2020,midnight sale niel
Netral,2020,tertawa siap bang liti
Netral,2020,mantap kasposnye sophia latjiba pt sayang pt pemberi harapan palsu tertawa
Netral,2020,kirain dibakar karena stock galaku
Netral,2020,tidak bisa sudah ada contohnya ini
Netral,2020,akan kamu yang ngajarin gas
Netral,2020,silahkan update kah media sosial kami saudara laki-laki disitu lengkap rekam jejak fraksi psi jakarta saat polemik ppdb kemarin
Netral,2020,astaga lebih baik tidak punya pacar daripada harus sama nadia kasian cowonya
Netral,2020,kelompok perwakilan orangtua siswa mengajukan gugatan gubernur daerah khusus ibukota amp kadinas pendidikan daerah khusus ibukota jakarta kah ptun daerah khusus ibukota jakarta gugatan tersebut terkait kebijakan penerimaan peserta didik baru ppdb berbasis usia talk bersama sekretaris perkumpulan koloni jumono
Netral,2020,orang tua gugat ppdb daerah khusus ibukota jakarta kah ptun
Netral,2020,tahun pelajaran baru sudah dimulai walaupun harus sekolah online adik adik tetap semangat untuk belajar iya kita kilas balik ayo apa saja jalur ppdb yang disiapkan pemerintah provinsi daerah khusus ibukota dan kenapa sih ada banyak jalur
Netral,2020,mau tidak mau harus baca web nya ppdb jakarta just in case
Netral,2020,sejarah mencatat ppdb daerah khusus ibukota jakarta
Netral,2020,kisruh penerimaan peserta didik baru ppdb di daerah khusus ibukota jakarta hingga saat ini masih menjadi perbincangan
Netral,2020,anies baswedan minta kajian penyaluran bantuan bagi seluruh siswa yang gagal dalam ppdb
Netral,2020,pelaksanaan sosperda nomor tahun tentang kepemudaan oleh ketua fraksi nasdem dewan perwakilan rakyat daerah daerah khusus ibukota jakarta wibi andrino pada kesempatan ini menyerap banyak aspirasi seperti masalah kesehatan ppdb daerah khusus ibukota hingga pelatihan umkm online
Netral,2020,dinas pendidikan daerah khusus ibukota jakarta menanggapi kabar soal adanya siswa berprestasi bernama aristawidya maheswari gadis yang kerap disapa arista itu gagal lolos ppdb daerah khusus ibukota meskipun memiliki banyak prestasi
Netral,2020,tahun ajaran baru sudah dimulai namun setidaknya ada kursi dalam kuota penerimaan peserta didik baru ppdb daerah khusus ibukota jakarta tahun yang kosong
Netral,2020,terdapat nama yang mengadukan nasibnya kah komisi perlindungan anak indonesia karena gagal lolos ppdb daerah khusus ibukota daftar itu telah diserahkan kah disdik daerah khusus ibukota jakarta untuk ditindaklanjuti
Netral,2020,ppdb jakarta resmi berakhir tahun ini ppdb jakarta menambah syarat usia untuk peserta didik
Netral,2020,ppdb daerah khusus ibukota jakarta selesai ribuan kursi masih kosong
Netral,2020,kursi kosong sekolah negeri usai ppdb jakarta paling banyak terdapat pada jenjang sekolah dasar sd yakni persen atau kursi
Netral,2020,dinas pendidikan daerah khusus ibukota jakarta sebut ada kursi tersisa usai ppdb
Netral,2020,ppdb jakarta sisakan kursi kosong
Netral,2020,ppdb berakhir masih ada kursi kosong di jakarta penyebab adanya kursi kosong pada penutupan ppdb zonasi adalah sekolah berlokasi di dekat pusat perkantoran atau di kepulauan seribu
Netral,2020,ppdb daerah khusus ibukota jakarta polemik persyaratan usia dalam pbb halo sahabat fema pelaksanaan ppdb di daerah khusus ibukota jakarta tahun ini terdapat perbedaan yaitu penggunaan usia sebagai salah satu faktor pertimbangan dalam penerimaan calon peserta didik baru
Netral,2020,sdn srengseng pagi kembangan jakarta barat mengadakan sosialisasi pembelajaran jarak jauh pjj bagi para wali murid
Netral,2020,iluni universitas indonesia kembali mengadakan berbagai webinar di antaranya profesional kontra kebijakan ppdb daerah khusus ibukota jakarta dan webinar seputar inovasi koperasi policy center iluni universitas indonesia juga kembali mengadakan diskusi yang diunggah kah spotify dan youtube iluni universitas indonesia serta diskusi dengan para aktivis alumni universitas indonesia
Netral,2020,ikut ppdb jakarta bang
Positif,2020,saya tadinya mau ipa tetapi gara kelempar melulu jadi terpaksa milih ips tadinya mau linjur sih ternyata ips enak juga xixixixix terima kasih ppdb jakarta
Positif,2020,sistem penerimaan peserta didik baru ppdb rupanya menyisakan kisah haru bunda seorang putri sopir angkot berhasil lolos sama favorit di jakarta
Positif,2020,cerita ppdb di calon siswa dari keluarga miskin bisa masuk sekolah inilah semangat pendidikan di ibukota
Positif,2020,ketua komisi apresiasi bantuan untuk siswa tidak lolos ppdb berita jakarta
Positif,2020,setelah anies dikecam tentang ppdb kini anies menjawab tanpa harus mengurus surat miskin lebih siswa di daerah khusus ibukota jakarta bakal memperoleh bantuan uang pangkal untuk masuk kah sekolah swasta mereka adalah siswa yang gagal dalam jalur ppdb total anggaran yang sebanyak
Positif,2020,beruntung yaa warga jakarta punya gubernur yang sangat peduli selain uang pangkal pemerintah provinsi daerah khusus ibukota akan bantu spp siswa gagal ppdb yang masuk sekolah swasta
Positif,2020,pemerintah provinsi daerah khusus ibukota jakarta akan membantu sebanyak ribu siswa yang tidak lolos seleksi pendaftaran ppdb dan terpaksa harus mengenyam pendidikan di sekolah negeri
Positif,2020,pemerintah provinsi daerah khusus ibukota jakarta bantu an siswa tidak lolos ppdb kah sekolah swasta
Positif,2020,pemerintah daerah khusus ibukota jakarta siapkan dana rupiah miliar untuk bantu siswa sekolah swasta
Positif,2020,dewan perwakilan rakyat daerah daerah khusus ibukota jakarta akan mengawal rencana kucuran anggaran senilai rupiah miliar yang akan dikeluarkan pemerintah provinsi daerah khusus ibukota jakarta sebagai insentif bagi siswa yang tidak lulus ppdb agar bisa masuk di sekolah swasta
Positif,2020,bantuan dari pemerintah provinsi daerah khusus ibukota jakarta berupa uang pangkal siswa yang bersekolah kah swasta jika siswa tersebut terdampak pandemi virus corona
Positif,2020,anggaran senilai rupiah miliar telah disiapkan pemerintah provinsi daerah khusus ibukota jakarta untuk bantuan pendidikan bagi siswa sekolah sd smp smu yang tidak lolos ppdb untuk masuk di sekolah swasta
Positif,2020,walaupun proses ppdb di daerah khusus ibukota jakarta menuai polemik tapi ketua komisi dewan perwakilan rakyat daerah daerah khusus ibukota jakarta menilai keseluruhan proses sudah baik
Positif,2020,disdik peserta kjp yang tidak lolos ppdb cicil uang pangkal swasta agar tidak berat dalam mengeluarkan biaya pendidikan di sekolah swasta kepala dinas pendidikan daerah khusus ibukota jakarta menyarankan agar para siswa penerima kjp mencicil biaya pendidikannya
Positif,2020,teman teman saya sedang mencari narasumber untuk artikel di apakah ada saudara atau kerabat yang bisa berbagi pengalaman di ppdb jakarta mohon bantuannya
Positif,2020,kompas judulnya yang jelas bukan karena aturan ppdb jakarta cuy jadi seolah pemerintah provinsi daerah khusus ibukota yang salah semua daerah itu sama aturan ppdb nya
Positif,2020,usai kisruh ppdb daerah khusus ibukota jakarta sekolah swasta kini diusulkan agar dibiayai oleh apbn
Positif,2020,buzzerp bodoh sistem ppdb seperti begitu hampir semua daerah di indonesia ngelakuin yang diserang cuma jakarta saja itu kemauan anjing media dan buzzerp sampah macam kamu coba tanya bos gojek lagi sudah nyet
Positif,2020,ppdb depok tidak kayak ppdb jakarta ppdb depok lama
Positif,2020,pengamat karangan bunga ppdb daerah khusus ibukota jakarta itu mengikuti aturan permendikbud nomor tentang ppdb yang diberlakukan disetiap daerah jadi kalau ada yang kirim karangan bunga kah kantor anies berarti si pengirim salah alamat harusnya dikirim kah kantor mantan kang gojek
Positif,2020,saya kira banyak masalah di ppdb ini dan bukan hanya di pemerintah provinsi daerah khusus ibukota saja khususnya itu jalur zonasi pernahkan anda mempertanyakan langsung kah menterinya
Positif,2020,alhamdulillah kalau begitu saya nge share itu cuma mau kasih tahu kalau masalah ppdb bukan hanya di jakarta tapi juga di beberapa daerah lain pemerintah daerah juga pastinya menjalankan sesuai peraturan kemendikbud karena yang jadi regulator iya si kemendikbud
Positif,2020,saya heran soal ppdb kenapa yang didemo Cuma daerah khusus ibukota jakarta dan padang saja padahal yang bikin aturan akan mendikbud
Positif,2020,mbak bukti kalau ppdb di jakarta itu memang kebijakan kemendikbud
Positif,2020,anda tahu masalah ppdb itu bukan cuma di jakarta saudara laki-laki daerah lain juga sama hanya saja telanjur sakit hati iya susah kemarin anis paling awal antisipasi korona tidak ada itu kalian mengapresiasi memang hati kalau sudah hitam yang baik juga akan terlihatjahat
Positif,2020,ppdb itu masalah bukan cuma di jakarta loh tempat lain juga sama sistem zonasi yang di buat oleh pemerintah menimbulkan dampak yang buruk untuk pendidikan di terutama daerah kok cuma anis saja yang disalahkan aneh
Positif,2020,ppdb jakarta psi minta daerah khusus ibukota bantu anak masuk sekolah swasta
Positif,2020,kemendagri fasilitasi upaya penyelesaian permasalahan ppdb daerah khusus ibukota jakarta
Positif,2020,ini penjelasan kemendagri terkait permasalahan ppdb daerah khusus ibukota pelaksana tugas plt sekretaris jenderal kemendagri muhammad hudori mengatakan pihaknya sudah menemukan titik temu permasalahan terkait penerimaan peserta didik baru ppdb daerah khusus ibukota jakarta
Positif,2020,wakil ketua dewan perwakilan rakyat daerah daerah khusus ibukota jakarta zita anjani berjanji mengawal bantuan bagi siswa yang akhirnya harus bersekolah di swasta setelah gagal masuk sekolah negeri
Positif,2020,adduh yang saat ini lakukan daerah khusus ibukota adalah program anda akan terlihat bodoh ketika anda menyabut gubernur jakarta yang di salahkan
Positif,2020,masalah ppdb kena yang disorot hanya daerah khusus ibukota jakarta iya bukannya daerah lain mengalami hal yang sama
Positif,2020,kemendagri kemendikbud dan pemerintah provinsi daerah khusus ibukota sudah temukan titik temu soal ppdb sementara itu plt irjen kemendikbud chatarina muliana girsang menuturkan pihaknya telah melakukan sinergi bersama pemerintah provinsi daerah khusus ibukota jakarta terutama terkait jalur zona rw
Positif,2020,sahabats yang baik hati bila turut prihatin dengan fenomena kecerobohan implementasi kebijakan ppdb daerah khusus ibukota jakarta tahun khususnya seleksi melalui jalur zonasi mari bersama berupaya untuk mengubah dan merevisinya melalui petisi pada link ini
Positif,2020,kalau anies baswedan tidak benar mari kita kritik bersama tapi kalau anies tertatih tatih urusan psbb jakarta karena kebijakan presiden jokowi tapi kalau anies tertatih tatih urusan ppdb jakarta karena kebijakan mendikbud maka silahkan nalar anda dibenahidulu
Positif,2020,tvonenews menge tweet pengamat pendidikan menyebutkan jika pelaksanaan ppdb zonasi di daerah khusus ibukota jakarta justru memberikan rasa keadilan bagi masyarakat menengah kah bawah
Positif,2020,aturan ppdb itu dari mendikbud iya berlaku disemua sekolah di indonesia bukan cuma jakarta kok yang disalahkan gubernur
Positif,2020,nadiem mengaku salah pembully anies terdiam
Positif,2020,yth bapak nadiem makarim terimakasih atas atensinya besar harapan kami bapak bisa meluruskan masalah ini kisruh ppdb daerah khusus ibukota mendikbud nadiem siap koordinasi kah mendagri tito
Positif,2020,alhamdulillah masuk ppdb jakarta bun
Positif,2020,sama seperti tahun sebelumnya dimana akan terus ada sekolah favorite yang di dominasi oleh sekolah favorite jenjang sebelumnya mengapa ppdb daerah khusus ibukota pakai usia bukan jarak karena demografi jakarta berbeda dengan daerah lain dimana di jakarta penduduknya sangat padat banyak pemukiman
Positif,2020,untuk adik yang merasa kecewa marah akibat tidak masuknya di sekolah negeri karena sistem ppdb hanya mengingatkan bahwa ini bukanlah akhir dari segalanya tetap semangat
Positif,2020,pengurus dan kader psi dirikan posko untuk bantu warga yang kesulitan daftarkan anaknya dalam program penerimaan peserta didik baru ppdb semoga keruwetan penerimaan siswa baru di jakarta segera teratasi
Positif,2020,coba teman jateng jawa barat ada tidak faktor usia dalam ppdb kasihan wan anis kok senter daerah khusus ibukota jakarta saja yang disorot
Positif,2020,pengamat pendidikan menyebutkan jika pelaksanaan ppdb zonasi di daerah khusus ibukota jakarta justru memberikan rasa keadilan bagi masyarakat menengah kah bawah
Positif,2020,komisi perlindungan anak indonesia apresiasi solusi ppdb daerah khusus ibukota yang diwarnai kisruh syarat usia
Positif,2020,update ternyata ada jalur baru untuk ppdb daerah khusus ibukota jakarta jalur zonasi baru berkenaan dengan mereka yang rumahnya masih rw setidakny ada harapan bagi adek yang belum dapat sekolah dan lokasinya berada se rw dengan sekolah yang dituju
Positif,2020,opini saya sih ppdb daerah khusus ibukota jakarta jangan dibatalkan atau diulang bahkan menambah stress otm dan cpdb akan membuat masalah baru perbaiki saja beri solusi tanpa masalah baru untuk cpdb yang tidak lolos seleksi karena usia
Positif,2020,ada kabar baik dari kemendikbud soal ppdb daerah khusus ibukota jakarta semoga menyelesaikan kekisruhan
Positif,2020,dailami firdaus kisruh ppdb jakarta harus dicarikan solusinya pasti bisa
Negatif,2021,heh yaampun senasib banget sudah beli tiket pesawat segala macam sampai panggil tukang buat benerin rumah jakarta buat menginap eh pas masuk web tiket serasa lagi ppdb masuk sama
Negatif,2021,teman teman smp saya sepertinya pada bagus banget nasibnya di sama saya di sini masih merenungi ppdb jakarta
Negatif,2021,pokonya sudah kamu di osis atau ekskul jabatannya apa langsung ajuin saja biar dapat poin tapi saya entah tidak tahu bandung bagamana krna tiap daerah beda sistem ppdb prestasinya cuma jakarta memang jelek banget anjr
Negatif,2021,aa queela keren aku juga seangkatan sama kamu jakarta ppdb nya pakai umur mau menangis umur aku masih bahkan saat itu sudah pasrah banget tidak bisa masuk sama jadi aku smk tertawa tetapi ll do my best
Negatif,2021,cerita di bulan juli seleksi ppdb daerah khusus ibukota jakarta yang mengecewakan
Negatif,2021,sampai sekarang masih tidak terima he tidak masuk negeri maaf kawan yang dapat memang belum rela saja ppdb jakarta
Negatif,2021,paling anti lihat ppdb jakarta
Negatif,2021,what ppdb jakarta peluang besar nya yang umur lebih tua
Negatif,2021,iyaa betul banget pas kelas stress memikirkan gituan apa lagi tinggalnya di jakarta khawatir sama ppdb yang sgjslshal
Negatif,2021,jujurly saya baru tahu ginian pas kelas asli pas lagi ppdb gitu pernah disaranin masuk sama jakarta biar berangkat bersama emak untung gajadi sudah
Negatif,2021,sama semangat iya belajarnya soalnya di dom aku jakarta sistem ppdb kacau banget tertawa kalau dom kamu bukan jakarta iya aman aku dahulu korbannya ppdb jakarta
Negatif,2021,iya swasta apalagi aku juga numpang kakak buat masuk smp dahulu pas biar bisa masuk smp negeri jakarta tapi ppdb jakarta ini ygsekarang aneh begitu lohh pakai zona prioritas pakai retweet rw gapake jarak dari sekolah kah rumah akan yaa adh aneh deh malas banget malas sama ppdb
Negatif,2021,tidak diterima jalur mana pun zonasi semuanya sekarang swasta kuota membludak anak kami juga tidak diterima apa pendapat anda pak ibu kepala apakah tebersit bagaimana perasaan anak
Negatif,2021,anak yang sudah bertahan dari awal kalau sampai tergeser karena kemungkinan adanya tambahan nilai baru yang tidak logis saya mohon di pantau apa terimakasih
Negatif,2021,kepada yth di bantu di cek nilai yang sedang berlangsung seleksi sepertinya nilainya tidak normal semua karena kalau nilai segitu di atas knapa baru daftar sekarang padahal di akademi jalur pertama lolos sekarang sepertinya ada yang bisa update nilai oknum
Negatif,2021,capek iya sama aku juga saya korban ghosting ppdb jakarta sebulan saya ikut semua jalur kepental semua kemarin saja saya ikut tahap kedua dipental lagi mana kursinya dikit banget saja pendaftaran swasta tempat saya rata rata sudah tutup nasib sampai sekarang stress banget saya
Negatif,2021,ppdb jakarta tahun ini kenapa tidak jelas banget si iya allah mau minggat saja
Negatif,2021,disaat pendidikan tidak berpihak pada anak anak yang kurang mampu jangan salahkan kaum vandal tumbuh subur di
Negatif,2021,ppdb jakarta kacau
Negatif,2021,rasany tidak lolos japres karena kalah osis sama ekstra rasany tidak lolos afirmasi karena kjp rasany tidak lolos zonasi karena umur rasnay tidak lolos tahap dua karena persentil sidanira dikit banget bangku kosongnya kena mental men ppdb tahap jakarta
Negatif,2021,ppdb jakarta bangsat
Negatif,2021,please mau sekolah dimana cobaa di tolak sekolah sama ppdb tahap jakarta pliss saya sudah kalah di japres karena persentil di zonasi saya kalah umur tahap kenapa persentil lagi sii woii
Negatif,2021,sudah capek saya ppdb jakarta gajelas
Negatif,2021,sudah sekian jam sejak dibuka tampilannya masih begini bagaimana kita tahu bahwa kita masuk atau tidak
Negatif,2021,serius ingin bertanya ada yang tahu tidak kenapa pemerintah buat sistem ppdb jakarta jalur zonasi pakai umur dan jarak begini bukannya nilai kalau seperti begini terus bisa stress karena umur saya kemudaan
Negatif,2021,sebulan stress cuma karena ppdb jakarta aneh
Negatif,2021,web ppdb jakarta eror terus huhu
Negatif,2021,ppdb jakarta makan gaji buta gajelas peraturannya kasian anak
Negatif,2021,ppdb jakarta tolong pecat pegawai pegawai yang tidak bisa kerja kebijakan yang gamasuk akal makin gila saja peraturannya sekola iya pakai nilai bukan umur
Negatif,2021,ppdb jakarta gajelas
Negatif,2021,oalah luar jakarta itu offline iya kalau di jakarta dari sudah ppdb online lupa sejak kapan mulai online dan dari dahulu sampai sekarang pasti ada saja masalah di servernya heran saya tidak berubah padahal sudah bertahun tahun
Negatif,2021,kasihan banget lihat ibu yang pasrah menunggu sisa kursi sekolah benar ppdb yang menguras emosii
Negatif,2021,ppdb jakarta sekarang kacau banget sistem prestasi pakai umur amppersentil sistem zonasi pakai umur sudah deh yang umur muda tapi pintar kalah sama yang umurnya lebih lebih lebih
Negatif,2021,ppdb jakarta ngaretnya kelebihan ih sia sia saya bangun pagi anjing
Negatif,2021,ppdb jakarta kenapa sistemnya ngeselin sudah
Negatif,2021,ppdb jakarta tahap kedua belum bisa pilih skolah padahal sudah jam lewat
Negatif,2021,ini ppdb jakarta bagamana sii saya mau daftarin sepupu saya biar cepat bahkan tidak bisa milih skolah
Negatif,2021,ini bagaimana ppdb jakarta masa tidak ada pilihan sekolah nya
Negatif,2021,ini bukan cuma saya saja akan yang tahap dua tidak ada tulisan pilihan sekolah sumpaahh takut bnget
Negatif,2021,welcome to jakarta dimana ppdb jalur prestasi bukannya nilai akademik saja tetapi bahkan ada nilai non akademik welcome to jakarta dimana ppdb yang katanya jalur zonasi tapi yang keterima bahkan yang umurnya lebih tua
Negatif,2021,heh iya sih aku juga kaget di ppdb jakarta untung di tempat ku belum ada sistem umur masih nilai
Negatif,2021,baru lihat ppdb sama negeri di daerah khusus ibukota salah satu sama berkualitas di jakarta barat dari siswa yang diterima semua diatas tahun yang berusia dibawahnya tidak diterima keberpihakan tidak keadilan tidak carut marut kebijakan
Negatif,2021,orangtua protes ppdb zonasi jakarta jarak meter tidak lolos gara gara kalah umur klik untuk baca terpaksa mengalah karena sistemnya tidak jelas terpaksa tidak sekolah karena tidak bisa bersaing sama yang lebih tua kasian dd
Negatif,2021,sistem ppdb jakarta hancur hancur
Negatif,2021,ppdb jakarta anjing sudah
Negatif,2021,umur punya kartu tanda penduduk bisa kerja umur tahun kartu tanda penduduk tidak punya mau kerja apa bagi calon siswa yang tidak mampu masuk swasta
Negatif,2021,ngeselin sudah pakai umur segala zonasinya saya yang masih tahun bulan tidak bisa apa apa lebih baik kalau kemarin jalur prestasinya pakai rapot saja saya bisa masuk anj padahal nilai saya besar
