title,href,body,date,Platform
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1643849383438618625,"""Terlebih, banyak orang yang mengenakan kaos dengan bertuliskan ""Prabowo Mania 08"" berduduk santai di trotoar. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-04-06,Twitter
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1643849341617184768,"""Ketua Umum Joman, Immanuel Ebenezer kini ditunjuk sebagai Ketua Umum Prabowo Mania 08. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-04-06,Twitter
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1643849388803133440,"""Projo: Prabowo Pemersatu Bangsa Mengalahkan Tante Ernie #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-04-06,Twitter
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1643849359526875137,"""Selain itu, mereka juga menyebut Prabowo sebagai Bapak Pemersatu Bangsa. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-04-06,Twitter
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1643849347912855558,"""""Kami pengurus DPP Jokowi Mania Nusantara Joman mendeklarasikan Prabowo Mania 08 untuk menjadi salah satu pilar dalam mensukseskan #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-04-06,Twitter
"DPD Partai Gerindra Sumut on Twitter: ""Ketua Umum Partai Gerindra ...",https://twitter.com/GerindraSumut08/status/1644289955689304065,Ketua Umum Partai Gerindra @prabowo menerima kunjungan dari Ketua Umum Partai Bulan Bintang @yusrilihzamhd . Terima kasih atas kunjungan nya.,2023-04-07,Twitter
"medcom_id on Twitter: ""Ketua Umum Partai Gerindra Prabowo Subianto ...",https://twitter.com/medcom_id/status/1644788451492106241,Ketua Umum Partai Gerindra Prabowo Subianto menggoda Ketua Umum Partai Bulan Bintang (PBB) Yusril Ihza Mahendra tentang Pilpres 2024. Prabowo mengatakan Yusril adalah kawan lamanya. #Gerindra #Prabowo #Pemilu2024. 08 Apr 2023 19:45:00,2023-04-08,Twitter
"Radio Elshinta on Twitter: ""Pantauan Ketua Umum Partai Amanat Nasional ...",https://twitter.com/RadioElshinta/status/1644610382953332736,"Pantauan Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan hari ini akan melakukan pertemuan dengan Ketum Gerindra, Prabowo Subianto di jalan Kartanegara Jakarta Selatan. Sabtu (8/4) siang. 📸Irf #EEJML2023 #EkspedisiElshinta2023",2023-04-08,Twitter
"🕌Doraemon🕌 on Twitter: ""RT @andre_rosiade: Kunjungan Silaturahmi Ketua ...",https://twitter.com/Dorraemon_/status/1644685397753225217,RT @andre_rosiade: Kunjungan Silaturahmi Ketua Umum PAN @ZUL_Hasan ke kediaman Bapak @prabowo. Silaturahmi ini dalam rangka untuk mewujudkan Kemajun Bangsa dan Rakyat Indonesia yang lebih baik.,2023-04-08,Twitter
"Muh Kosim on Twitter: ""RT @GerindraSumut08: Ketua Umum Partai Gerindra ...",https://twitter.com/Kosim__/status/1644747542402412545,RT @GerindraSumut08: Ketua Umum Partai Gerindra @prabowo menerima kunjungan dari Ketua Umum Partai Bulan Bintang @yusrilihzamhd . Terima kasih atas kunjungan nya.,2023-04-08,Twitter
Yalnız Yolcu's Tweets - Twitter,https://twitter.com/molla_kasim1,Yalnız Yolcu's Tweets - Twitter ... İlahiyatçı,2023-04-08,Twitter
"detikcom on Twitter: ""Ketua Umum PAN Zulkifli Hasan bertemu Ketua Umum ...",https://twitter.com/detikcom/status/1644873008660746242,"Ketua Umum PAN Zulkifli Hasan bertemu Ketua Umum Partai Gerindra Prabowo Subianto di Kertanegara, Jakarta Selatan, Sabtu (8/4). Mereka membahas soal koalisi kebangsaan. 09 Apr 2023 01:21:00",2023-04-09,Twitter
Yalnız Yolcu's Tweets - Twitter,https://twitter.com/molla_kasim1,Yalnız Yolcu's Tweets - Twitter ... İlahiyatçı,2023-04-09,Twitter
"MLB on Twitter: ""Shohei rocks one into the rocks! https://t.co ...",https://twitter.com/MLB/status/1645169534209257478,"""Shohei rocks one into the rocks!""",2023-04-09,Twitter
"Media Indonesia on Twitter: ""Ketua Umum Partai Gerindra Prabowo ...",https://twitter.com/mediaindonesia/status/1645402518426652673,"Ketua Umum Partai Gerindra Prabowo Subianto menerima kunjungan Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar atau Cak Imin hari ini, Senin (10/4). 10 Apr 2023 12:25:05",2023-04-10,Twitter
"tirtoid on Twitter: ""Dasco mengatakan, Wakil Ketua Dewan Pembina ...",https://twitter.com/TirtoID/status/1645388658076430337,"Dasco mengatakan, Wakil Ketua Dewan Pembina Gerindra Sandiaga Uno sudah berpamitan dengan Ketua Umum Prabowo Subianto perihal rencana pindah partai. 10 Apr 2023 11:30:00",2023-04-10,Twitter
"antaranews.com on Twitter: ""Cak Imin mengapresiasi elektabilitas Ketua ...",https://twitter.com/antaranews/status/1645391343555055619,"Cak Imin mengapresiasi elektabilitas Ketua Umum Partai Gerindra Prabowo Subianto yang mengalami kenaikan. ""Alhamdulillah, selamat kepada Pak Prabowo surveinya makin tinggi dan bagus,"" ujar Cak Imin.",2023-04-10,Twitter
"tirtoid on Twitter: ""Ketum Partai Gerindra Prabowo Subianto akan buka ...",https://twitter.com/TirtoID/status/1645347132839272448,Ketum Partai Gerindra Prabowo Subianto akan buka bersama dengan Ketua Umum PKB Muhaimin Iskandar sore ini. Pertemuan tersebut akan membahas rencana kedua partai untuk memperluas mitra koalisi. 10 Apr 2023 08:45:00,2023-04-10,Twitter
"detikcom on Twitter: ""Ketua Umum Gerindra, Prabowo Subianto bertemu ...",https://twitter.com/detikcom/status/1645394219799019520,"Ketua Umum Gerindra, Prabowo Subianto bertemu dengan Ketua Umum PKB, Muhaimin Iskandar (Cak Imin) di Kediaman Prabowo, Kertanegara, Jakarta Selatan, Senin (10/4) sore. Apa yang dibahas? 10 Apr 2023 11:52:06",2023-04-10,Twitter
"NihayahCenter on Twitter: ""RT @RadioElshinta: Ketua Umum DPP Partai ...",https://twitter.com/ninikwafiroh/status/1645377344352444419,"RT @RadioElshinta: Ketua Umum DPP Partai @Gerindra @prabowo dan Ketua DPP Partai Kebangkitan Bangsa Muhaimin Iskandar kembali menggelar pertemuan rutin di kediaman Prabowo Subianto di Jalan Kertanegara, Kebayoran Baru, Jakarta Selatan, Senin (10/4). Rir #BeritaElshinta . 10 Apr 2023 10:45:03",2023-04-10,Twitter
"Mulyadi_Adi__ on Twitter: ""Sekretaris Jenderal (Sekjen) Partai Gerindra ...",https://twitter.com/genx36545403/status/1645345612341342209,"Sekretaris Jenderal (Sekjen) Partai Gerindra Ahmad Muzani mengatakan kunjungan PAN, PBB, dan Perindo ke kediaman Ketua Umum Partai Gerindra Prabowo Subianto #PrabowoUnggul #BangkitBersama Prabowo Subianto. 10 Apr 2023 08:38:57",2023-04-10,Twitter
"detikcom on Twitter: ""Kabar Sandiaga Uno keluar dari Partai Gerindra ...",https://twitter.com/detikcom/status/1645363490700292101,"Kabar Sandiaga Uno keluar dari Partai Gerindra sudah dikonfirmasi oleh internal partai. Ketua Umum Partai Gerindra, Prabowo Subianto, disebutkan telah melepas Sandiaga Uno demi kebaikan Sandiaga sendiri.",2023-04-10,Twitter
"CARAMEL on Twitter: ""星空 カーニバル https://t.co/uaSL7E84wN"" / Twitter",https://twitter.com/faCIS8xfpjjQOlW/status/1645401604445831170,"CARAMEL on Twitter: ""星空 カーニバル https://t.co/uaSL7E84wN"" / Twitter ... ""星空 カーニバル""",2023-04-10,Twitter
"Laksmi on Twitter: ""RT @bengkeldodo: SEMUA AKAN PRABOWO PADA WAKTUNYA ...",https://twitter.com/are_inismyname/status/1645261817114140673,"RT @bengkeldodo: SEMUA AKAN PRABOWO PADA WAKTUNYA !! Prabowo Subianto merupakan seorang tokoh nasionalis yang terkenal di semua kalangan masyarakat. Saat ini Prabowo melamar sebagai Menteri Pertahanan Republik Indonesia ke 26, serta menjadi Ketua Umum dan juga Ketua Dewan Pembina Partai… Show more . 10 Apr 2023 03:05:59",2023-04-10,Twitter
"Harumi on Twitter: """"Jadi, kita jangan dulu pesimis atas terbentuknya ...",https://twitter.com/Harumiii_kn/status/1646056519363084288,"""Jadi, kita jangan dulu pesimis atas terbentuknya koalisi besar ini. Masing-masing ketua umum parpol dua koalisi ini memiliki komitmen yang kuat untuk menyatukan persepsi dalam membangun koalisi besar,"" katanya. #PrabowoUnggul #IkutPakde Prabowo Subianto. 12 Apr 2023 07:43:51",2023-04-12,Twitter
fachri on Twitter,https://twitter.com/fachriman13/status/1646393067359051776,"""Ia menyebut mendapatkan pesan khusus dari ketua Gerindra tersebut. #PrabowoUnggul #IkutPakde Prabowo Subianto""",2023-04-13,Twitter
Waduh! Ini sisi gelap Pak Prabowo Subianto! - Twitter,https://twitter.com/Anak_sanmol/status/1646883804819369985,Waduh! Ini sisi gelap Pak Prabowo Subianto! 14 Apr 2023 14:31:11,2023-04-14,Twitter
"Ben The Joul on Twitter: ""Ketua Umum Partai Gerindra Prabowo Subianto ...",https://twitter.com/brendskienavarr/status/1648200418009432067,Ketua Umum Partai Gerindra Prabowo Subianto berada di tiga besar sebagai bakal calon presiden pada Pemilu 2024 di Provinsi Jawa Timur dan Jawa Tengah. #PrabowoMenyapa #IkutPakde Prabowo Subianto. 18 Apr 2023 05:42:56,2023-04-18,Twitter
Granny on Twitter,https://twitter.com/Granny_2277/status/1648286458678218752,"""""Prinsipnya kita terbuka, hanya saja kita pastikan bahwa kalau terbuka tentu harus ikut dalam aturan main di koalisi besar,"" ujar Ketua DPP Golkar Ace Hasan Syadzily di kantor DPP Golkar, Jakarta, Rabu, 12 April 2023. #PrabowoMenyapa #IkutPakde Prabowo Subianto""",2023-04-18,Twitter
Granny on Twitter,https://twitter.com/Granny_2277/status/1648286462834802688,"""""Jangan sampai nanti, misalnya, koalisi sudah dibangun, tapi belakangan ingin menguasai. Tentu itu yang harus dihindari,"" ujar Wakil Ketua Komisi VIII DPR RI ini. #PrabowoMenyapa #IkutPakde Prabowo Subianto""",2023-04-18,Twitter
Hazma desiasalsa on Twitter,https://twitter.com/hazmadesiasalsa/status/1648620489022271489,"""Presiden Jokowi dan Menteri Pertahanan Prabowo Subianto yang didapuk menjadi saksi dari pernikahan. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo Pilih Prabowo Gaes Terbukti Bersama Prabowo @prabowo @gerindra""",2023-04-19,Twitter
Riz on Twitter,https://twitter.com/Rizwariryb/status/1648950126550093824,"""Presiden mendatang penerus Presiden Jokowi menurut publik ada 3 nama dominan : Prabowo Subianto menempati urutan teratas, lalu Ganjar, dan kemudian Anies, sejalan dengan tingkat elektabilitas ketiga figur kandidat tersebut. #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Conversation - Twitter,https://twitter.com/Rizwariryb/status/1648950104605483008,"""Anies vs Prabowo Subianto: Prabowo naik signifikan +9%, Anies relatif stagnan, Tidak Tahu/Tidak Memilih turun 10%. #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Conversation - Twitter,https://twitter.com/artiasdeby3/status/1648919882115973120,"""Prabowo Subianto dinilai oleh responden sebagai tokoh yang paling sesuai untuk melanjutkan pembangunan yang dilakukan oleh Presiden Joko Widodo. #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Conversation - Twitter,https://twitter.com/Rizwariryb/status/1648950111811301378,"""Prabowo Subianto diusung oleh partai Gerindra dan PKB, dua partai yang menjadi motor penggerak Koalisi Kebangkitan Indonesia Raya (KKIR). #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Conversation - Twitter,https://twitter.com/Rizwariryb/status/1648950118601854979,"""Koalisi besar yang digagas oleh 5 partai politik, yaitu Gerindra, PKB, PPP, PAN, dan Golkar mendapat dukungan yang cukup berarti dari publik (50%) dengan capres yang paling layak diusung adalah Prabowo Subianto. #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Riz on Twitter,https://twitter.com/Rizwariryb/status/1648950138940035073,"""Dari hasil temuan Politika Research &amp; Consulting, #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
Riz on Twitter,https://twitter.com/Rizwariryb/status/1648951752375549953,"""57% publik menilai tidak tepat dan sangat tidak tepat penolakan dari sebagian elit politik nasional terhadap kehadiran timnas Israel ke Indonesia. #PrabowoPilihanRakyat #IkutPakde Prabowo Subianto""",2023-04-20,Twitter
"on Twitter: ""Informasi terbaru 10 detik yang lalu.ketua umum PDIP akan ...",https://twitter.com/AntiPekines/status/1649307720653185024,Informasi terbaru 10 detik yang lalu.ketua umum PDIP akan segera menemui ketua umum gerindra untuk mengajak prabowo menjadi wakil deri ganjar pranowo.namun jokowi lewat pandanababan mengusulkan Erik Thohir yg jelas mampu secara finansial.dan lebih siap materi.braga braga braga.,2023-04-21,Twitter
"͔ on Twitter: ""Saat bertemu di kediaman Jokowi, Ketua Umum Gerindra ...",https://twitter.com/hc_poirot/status/1649922874470440960,"Saat bertemu di kediaman Jokowi, Ketua Umum Gerindra, Prabowo menolak permintaan sang Presiden RI ""Pak Ganjar kan sudah dicalonkan sebagai capres. Ya, partai saya sudah mencalonkan saya sebagai capres,"" katanya Prabowo. 22 Apr 2023 23:47:22",2023-04-22,Twitter
"bengkeldodo on Twitter: ""RT @airlangga_hrt: Alhamdulilah, hari ini ...",https://twitter.com/bengkeldodo/status/1650168528790781953,"RT @airlangga_hrt: Alhamdulilah, hari ini bersilaturahim sekaligus halal bihalal dengan Bapak Prabowo Subianto @prabowo, sesama Menteri dalam Kabinet Indonesia Maju maupun sesama Ketua Umum 🙏🏼 🇲🇨🇲🇨",2023-04-23,Twitter
"CNN Indonesia Daily on Twitter: ""Merespon penunjukan Ganjar Pranowo ...",https://twitter.com/CNNIDdaily/status/1650409793662881794,"Merespon penunjukan Ganjar Pranowo sebagai calon presiden dari PDI Perjuangan, Presiden Joko Widodo menyebut Ketua Umum Gerindra, Prabowo Subianto sebagai salah satu ...",2023-04-24,Twitter
Hasto menanggapi pernyataan Ketua Umum DPP Partai Gerindra ... - Twitter,https://twitter.com/suaradotcom/status/1650456084325474304,Hasto menanggapi pernyataan Ketua Umum DPP Partai Gerindra Prabowo Subianto yang menolak menjadi cawapres dari Ganjar. 24 Apr 2023 11:06:09,2023-04-24,Twitter
"inilahcom on Twitter: ""Ketua Dewan Pertimbangan Presiden (Wantimpres ...",https://twitter.com/inilahdotcom/status/1650906907375439872,Ketua Dewan Pertimbangan Presiden (Wantimpres) Wiranto membeberkan empat kriteria calon presiden (capres) usai menerima kunjungan Ketua Umum Partai Gerindra Prabowo Subianto di rumahnya. Wiranto mengaku paham soal kriteria calon presiden karena pernah… 25 Apr 2023 16:57:33,2023-04-25,Twitter
"#RakyatAkalSehat on Twitter: ""RT @wandystjk2: Ketua DPP Partai NasDem ...",https://twitter.com/hp_astoro/status/1650887499085152256,"RT @wandystjk2: Ketua DPP Partai NasDem Willy Aditya menilai dorongan agar Ketua Umum Partai Gerindra prabowo Subianto menjadi cawapres ganjar Pranowo merupakan hal yang tidak etis. Yang jelas semua bisa terjadi, tapi kenapa Partai Nasdem ketakutan?😃😃. 25 Apr 2023 15:40:26",2023-04-25,Twitter
"effengeel on Twitter: ""RT @airlangga_hrt: Alhamdulilah, hari ini ...",https://twitter.com/effengeel/status/1651112469555986435,"RT @airlangga_hrt: Alhamdulilah, hari ini bersilaturahim sekaligus halal bihalal dengan Bapak Prabowo Subianto @prabowo, sesama Menteri dalam Kabinet Indonesia Maju maupun sesama Ketua Umum 🙏🏼 🇲🇨🇲🇨 . 26 Apr 2023 06:34:23",2023-04-26,Twitter
"tirtoid on Twitter: ""Wakil Ketua Umum Partai Gerindra Habiburokhman ...",https://twitter.com/TirtoID/status/1651137053164474370,Wakil Ketua Umum Partai Gerindra Habiburokhman mengatakan pihaknya bakal mendeklarasikan secara resmi Prabowo Subianto sebagai calon presiden pada Pilpres 2024 dalam waktu dekat. 26 Apr 2023 08:12:04,2023-04-26,Twitter
"inilahcom on Twitter: ""Langkah Ketua Umum Partai Gerindra Prabowo ...",https://twitter.com/inilahdotcom/status/1651136827800293377,"Langkah Ketua Umum Partai Gerindra Prabowo Subianto menemui tiga eks jenderal TNI seniornya, yakni Wiranto, Hendropriyono, dan Try Sutrisno, serta tokoh nasional yang menjabat Menkopolhukam Mahfud MD pada momentum Lebaran tahun ini tak sekadar ajang…",2023-04-26,Twitter
"inilahcom on Twitter: ""Ketua Umum Partai Gerindra Prabowo Subianto ...",https://twitter.com/inilahdotcom/status/1651656722845667331,"Ketua Umum Partai Gerindra Prabowo Subianto sudah memastikan akan maju sebagai calon presiden (capres) di Pemilu 2024. Selain itu Prabowo juga membeberkan kriteria bakal cawapres yang akan menjadi pendampingnya di 2024. Menurut dia, kriteria yang utama… 27 Apr 2023 18:37:03",2023-04-27,Twitter
Sinta Tatit on Twitter,https://twitter.com/sinta_tatit/status/1651483729225977858,"""ekonomi kerakyatan sesuai vosi Ketua Umum Partai Gerindra, Prabowo Subianto. #PrabowoSubianto #PrabowoPetugasRakyat #BangkitBersama""",2023-04-27,Twitter
"inilahcom on Twitter: ""Mantan Ketua Umum (Ketum) PSSI Mochamad Iriawan ...",https://twitter.com/inilahdotcom/status/1651632312281595904,"Mantan Ketua Umum (Ketum) PSSI Mochamad Iriawan alias Iwan Bule resmi bergabung dengan Partai Gerindra. Iwan pun membeberkan alasan dirinya memilih partai berlambang Garuda itu, usai hadiri rapat koordinasi bersama Ketum Gerindra Prabowo Subianto di… 27 Apr 2023 17:00:03",2023-04-27,Twitter
"inilahcom on Twitter: ""Anak musisi Indonesia sekaligus Wakil Sekretaris ...",https://twitter.com/inilahdotcom/status/1651720768856932352,"Anak musisi Indonesia sekaligus Wakil Sekretaris Jenderal (Wasekjen) Partai Gerindra Ahmad Dhani, Al Ghazali Kohler dan El Jallaludin Rumi resmi bergabung dengan Partai Gerindra.",2023-04-27,Twitter
maley intani on Twitter,https://twitter.com/maleyintani/status/1651890837738119168,"""Tidak cuma itu, Ketua Umum DPP Partai Gerindra Prabowo Subianto juga langsung menunjuk Iriawan sebagai wakil ketua Dewan Pembina Gerindra. #PrabowoDicintaiMilenial #IkutPakde""",2023-04-28,Twitter
"Mojok.co on Twitter: ""Ketua Umum Partai Gerindra, Prabowo Subianto ...",https://twitter.com/mojokdotco/status/1652055090868498433,"Ketua Umum Partai Gerindra, Prabowo Subianto, menjelaskan bahwa gabungnya empat wajah baru tersebut terjadi lantaran ada beberapa jabatan pengurus yang sedang kosong. #KotakSuara 28 Apr 2023 21:00:02",2023-04-28,Twitter
Astuti Wulandari on Twitter,https://twitter.com/itstuti100/status/1651863617711775744,"""Berdasarkan Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum (UU Pemilu), pasangan calon presiden dan wakil presiden, #PrabowoDicintaiMilenial Prabowo Subianto""",2023-04-28,Twitter
"Alineadotid on Twitter: ""Ketua Umum DPP Partai Kebangkitan Bangsa ...",https://twitter.com/alineadotid/status/1652120566852366336,"Ketua Umum DPP Partai Kebangkitan Bangsa ( @DPP_PKB ), Muhaimin Iskandar (Cak Imin) , menyambangi kediaman Ketua Umum DPP Partai Gerindra, Prabowo Subianto, di Jakarta, pada 28 April 2023. Dalam pertemuan ini, mrk bahas apa ya? #Cawapres #Pilpres2024 #KoalisiIndonesiaRaya . 29 Apr 2023 01:20:12",2023-04-29,Twitter
"Jamaah Anfieldiyah on Twitter: ""RT @LaingenLisa: ... hasilnya Gubernur ...",https://twitter.com/gus_dibyo/status/1652292987916025856,"RT @LaingenLisa: ... hasilnya Gubernur Jawa Tengah Ganjar Pranowo menempati posisi teratas dengan raihan 20,8%. Di bawahnya ada Ketua Umum Gerindra Prabowo Subianto dengan 15,8% ... 😎🇮🇩 Ganjar Pranowo. 29 Apr 2023 12:45:21",2023-04-29,Twitter
Emmbi🔰 on Twitter,https://twitter.com/UTDxEmmbi/status/1652336077733253120,"""@ernkrum @prabowo @Gerindra Hilal masih belum terlihat. susah prediksi kalau pandangan masyarakat umum""",2023-04-29,Twitter
"Indosiar on Twitter: ""Lembaga Survei Poltracking Indonesia dalam hasil ...",https://twitter.com/Indosiar/status/1652497821545930753,"Lembaga Survei Poltracking Indonesia dalam hasil surveinya menyebut, Ketua Umum Partai Gerindra, Prabowo subianto, menempati urutan teratas sebagai tokoh Calon Presiden. #NewsIndosiar #Fokus Berita lainnya: https://bit.ly/3hLM5Ny . 30 Apr 2023 02:19:17",2023-04-30,Twitter
"kumparan on Twitter: ""Ketua Umum Gerindra Prabowo Subianto, meminta ...",https://twitter.com/kumparan/status/1652553592446828545,"Ketua Umum Gerindra Prabowo Subianto, meminta para kadernya untuk setia. Menurutnya, sebuah kesetiaan itu sangat langka. Capres Gerindra itu menegaskan partai bukanlah sebuah kendaraan, namun melainkan merupakan alat juang.",2023-04-30,Twitter
sonny tulang on Twitter,https://twitter.com/SonnyTulang/status/1652558877232332802,"""Prabowo yang juga Ketua Umum Partai Gerindra tersebut mengatakan Komisi Pemilihan Umum (KPU) belum menetapkan masa kampanye. #PrabowoDicintaiMilenial #IkutPakde Prabowo Subianto""",2023-04-30,Twitter
"pyylahh on Twitter: ""Tidak hanya satu, Ketua Umum Partai Gerindra yang ...",https://twitter.com/pyylahh1/status/1652559300118839296,Prabowo Subianto menunjukkan kebolehan berpantun menggunakan bahasa Minang saat acara Batagak Gala Wakil Menteri Tenaga Kerja & Transmigrasi Afriansyah Noor yang ditunjuk menjadi,2023-04-30,Twitter
"Kembang Kertas on Twitter: ""RT @kumparan: Ketua Umum Gerindra Prabowo ...",https://twitter.com/kembangkertas97/status/1652690870574129152,"RT @kumparan: Ketua Umum Gerindra Prabowo Subianto, meminta para kadernya untuk setia. Menurutnya, sebuah kesetiaan itu sangat langka. Capres Gerindra itu menegaskan ...",2023-04-30,Twitter
"Indah Begitu Indah on Twitter: ""Lembaga survei Indikator Politik ...",https://twitter.com/TracyPedas/status/1652615097506996227,"Lembaga survei Indikator Politik Indonesia merilis survei elektabilitas calon presiden 2024 simulasi tiga nama. Hasilnya, Gubernur Jateng Ganjar Pranowo memiliki elektabilitas tertinggi yakni 34% diikuti, Prabowo Subianto 31,7% & Anies Baswedan 25,2% #GANTARI 🇮🇩 . 30 Apr 2023 10:05:18",2023-04-30,Twitter
Watch this reel by medcomid on Instagram,https://www.instagram.com/p/CpZw_TkAL0d/,medcomid • Original audio,2023-03-04,Instagram
"Liputan6.com on Instagram: ""Ketua Umum Gerindra Prabowo Subianto ...",https://www.instagram.com/p/CpZtl38Se0u/,"573 Likes, 14 Comments - Liputan6.com (@liputan6) on Instagram: ""Ketua Umum Gerindra Prabowo Subianto, membahas Pemilu 2024 saat bertemu dengan Ketua Umum NasDem…""",2023-03-04,Instagram
"Media Indonesia on Instagram: ""Ketua Umum Partai NasDem Surya Paloh ...",https://www.instagram.com/p/CpZt0PRP1Tp/,"174 Likes, 7 Comments - Media Indonesia (@mediaindonesia) on Instagram: ""Ketua Umum Partai NasDem Surya Paloh (kanan) bersama Ketua Umum Partai Gerindra Prabowo Subianto…""",2023-03-04,Instagram
"Total Politik on Instagram: ""Ketua Umum Partai Gerindra Prabowo ...",https://www.instagram.com/p/CpaOOspJKeW/,"1,092 Likes, 27 Comments - Total Politik (@totalpolitikcom) on Instagram: ""Ketua Umum Partai Gerindra Prabowo Subianto dan Ketua Umum NasDem Surya Paloh selesai menggelar…""",2023-03-04,Instagram
Watch this reel by medcomid on Instagram,https://www.instagram.com/p/CpZw_TkAL0d/,medcomid • Original audio,2023-03-05,Instagram
"PinterPolitik.com on Instagram: ""Ketua Umum (Ketum) Partai Gerindra ...",https://www.instagram.com/p/CpczWv0pWyf/,"2,609 Likes, 63 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Ketua Umum (Ketum) Partai Gerindra Prabowo Subianto menyiratkan kesiapan menghadapi capres Partai…""",2023-03-05,Instagram
"Liputan6.com on Instagram: ""Ketua Umum Gerindra Prabowo Subianto ...",https://www.instagram.com/p/CpZtl38Se0u/,"573 Likes, 14 Comments - Liputan6.com (@liputan6) on Instagram: ""Ketua Umum Gerindra Prabowo Subianto, membahas Pemilu 2024 saat bertemu dengan Ketua Umum NasDem…""",2023-03-05,Instagram
"Media Indonesia on Instagram: ""Ketua Umum Partai NasDem Surya Paloh ...",https://www.instagram.com/p/CpZt0PRP1Tp/,"174 Likes, 7 Comments - Media Indonesia (@mediaindonesia) on Instagram: ""Ketua Umum Partai NasDem Surya Paloh (kanan) bersama Ketua Umum Partai Gerindra Prabowo Subianto…""",2023-03-05,Instagram
"Total Politik on Instagram: ""Ketua Umum Partai Gerindra Prabowo ...",https://www.instagram.com/p/CpaOOspJKeW/,"1,092 Likes, 27 Comments - Total Politik (@totalpolitikcom) on Instagram: ""Ketua Umum Partai Gerindra Prabowo Subianto dan Ketua Umum NasDem Surya Paloh selesai menggelar…""",2023-03-05,Instagram
"ANTARA News on Instagram: ""Putusan Pengadilan Negeri Jakarta Pusat (PN ...",https://www.instagram.com/p/CpboWa0vfZu/,"40 likes, 0 comments - ANTARA News (@antaranewscom) on Instagram: ""Putusan Pengadilan Negeri Jakarta Pusat (PN Jakpus), yang menyatakan menunda Pemilu 2024 tidak ma...""",2023-03-05,Instagram
"Partai Gerindra on Instagram: ""Dihadapan ribuan masyarakat Lampung ...",https://www.instagram.com/p/Cpbj5vFAj7u/,"gerindra • Original audio. Dihadapan ribuan masyarakat Lampung, Sekretaris Jenderal Partai Gerindra, Ahmad Muzani sampaikan pesan Ketua Umum Partai Gerindra tentang pentingnya jaga persatuan dan kerukunan.",2023-03-05,Instagram
"Metrotv Indonesia on Instagram: ""Ketua Umum Partai NasDem Surya Paloh ...",https://www.instagram.com/tv/CpbwXIuuK1Z/,"71 Likes, 4 Comments - Metrotv Indonesia (@metrotv) on Instagram: ""Ketua Umum Partai NasDem Surya Paloh menyambangi kediaman pribadi Ketua Umum Partai Gerindra…""",2023-03-05,Instagram
"PinterPolitik.com on Instagram: ""Ketua Umum (Ketum) Partai Gerindra ...",https://www.instagram.com/p/CpczWv0pWyf/,"2,609 Likes, 63 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Ketua Umum (Ketum) Partai Gerindra Prabowo Subianto menyiratkan kesiapan menghadapi capres Partai…""",2023-03-06,Instagram
Watch this reel by gerindra on Instagram,https://www.instagram.com/p/Cpbj5vFAj7u/,"Dihadapan ribuan masyarakat Lampung, Sekretaris Jenderal Partai Gerindra, Ahmad Muzani sampaikan pesan Ketua Umum Partai Gerindra tentang pentingnya jaga persatuan dan kerukunan.",2023-03-06,Instagram
"ANTARA News on Instagram: ""Putusan Pengadilan Negeri Jakarta Pusat (PN ...",https://www.instagram.com/p/CpboWa0vfZu/,"40 likes, 0 comments - ANTARA News (@antaranewscom) on Instagram: ""Putusan Pengadilan Negeri Jakarta Pusat (PN Jakpus), yang menyatakan menunda Pemilu 2024 tidak ma...""",2023-03-06,Instagram
"Metrotv Indonesia on Instagram: ""Ketua Umum Partai NasDem Surya Paloh ...",https://www.instagram.com/tv/CpbwXIuuK1Z/,"71 Likes, 4 Comments - Metrotv Indonesia (@metrotv) on Instagram: ""Ketua Umum Partai NasDem Surya Paloh menyambangi kediaman pribadi Ketua Umum Partai Gerindra…""",2023-03-06,Instagram
