Value;Tahun;Komentar
Netral;2019;'Pendaftaran PPDB Online SD PROV DKI Jakarta\xc2\xa02020/2021 https://t.co/HU5a4KFAbU'
Netral;2019;'Simak Ketentuan dan Jadwal Jalur Zonasi PPDB SMA 2019 DKI Jakarta - https://t.co/kJ994KIstB'
Netral;2019;'Hasil PPDB Madrasah (MAN) DKI Jakarta Diumumkan, Cek di Sini! - https://t.co/0LducjM5Fw'
Netral;2019;'PPDB SMK SANTA THERESIA JAKARTA\nhttps://t.co/IMSWhn2jxQ https://t.co/FT1yGhmKdA'
Netral;2019;'Passing Grade \xe2\x80\x93 Hasil PPDB SMP DKI Jakarta th 2019 https://t.co/3zxYfOlOMU'
Netral;2019;'SMA dengan Jurusan Bahasa di PPDB DKI Jakarta https://t.co/1uuqZBWm27 via @youthmanual @achoels'
Netral;2019;'Kamu Punya Prestasi, Simak Cara Mendaftar PPDB 2019 DKI Jakarta Jalur Prestasi! - https://t.co/QoeUWPe2pm'
Netral;2019;'Hasil PPDB Madrasah (MAN) DKI Jakarta Diumumkan, Cek di Sini! - https://t.co/0LducjM5Fw'
Netral;2019;'Besok, 19 Juni 2019, PPDB Madrasah DKI Jakarta Diumumkan - https://t.co/eyPa4pkeL3'
Netral;2019;'Ini Syarat Lengkap PPDB Online Jenjang SMP dan SMA 2019 di DKI Jakarta - https://t.co/ZbSy6cPAU8'
Netral;2019;'@obrolantentang @Faizaljam @taufiqrus @Wied77518018 @abu_waras @deekeyko Informasi dari Traffic Management Center (TMC) Polda Metro Jaya, pagi ini setidaknya tercatat telah melaporkan aksinya antara lain Aliansi Parlemen Jalanan (SRMI, LMND, FNPBI, PPDB, SPARTAN, Seniman Jakarta, PAPERNAS dan IISIP), dll.....\n\nDah tua maunya disuapin aja nih....'
Netral;2019;'Ini Syarat Lengkap PPDB Online Jenjang SMP dan SMA 2019 di DKI Jakarta - https://t.co/ZbSy6cPAU8'
Netral;2019;'@LeylaHana @alvinna23 Udah dibilangin pada pindah aja ke Jakarta. Apalagi Mbak Rinrin tuh daripada riweuh melulu ma PPDB \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
Netral;2019;'Passing Grade \xe2\x80\x93 Hasil PPDB SMA DKI Jakarta Tahun 2019 \xe2\x80\x93 K-Blog https://t.co/BC2UdctvVQ'
Netral;2019;"""Mari Bergabung Bersama Generasi-Generasi Qur'ani #PPDB #PSB #2020 #Islamic #IslamicSchool #Sekolah #Sekolahislam #SekolahIslamTerpadu #open #admission #2019 #jatisampurna #cibubur #jakarta #bekasi #jatirangga #jatiasih #jatisari #kranggan https://t.co/JHdVRcTr85"""
Netral;2019;'Bapak/Ibu dan Teman-teman, Sekolah Charitas Jakarta sudah di buka PPDB tahun pemelajaran 2020-2021, ayo segera mendaftar jangan sampai ketinggalan.\n\nInformasi sekolah :\nEmail : yayasan@sekolah-charitas.sch.id\nWeb :\xe2\x80\xa6 https://t.co/Qu4WcxvObJ'
Netral;2019;'PPDB SMK SANTA THERESIA JAKARTA TAHUN PELAJARAN 2020-2021 https://t.co/QNVgC0I4Vu'
Netral;2019;'Jakarta, Kamis (05/09/2019)\n---\nKPAI menyelenggarakan Rapat Koordinasi Hasil Pengawasan Penerimaan Peserta Didik Baru (PPDB) Tahun 2019.\n---\n#kpai_official #ppdb2019 #childprotection #likeforlikes #likeforfollow\xe2\x80\xa6 https://t.co/phur7hVIMw'
Netral;2019;'Rencana, Pengumuman PPDB SMA dan SMP DKI Jakarta Hari Ini Pukul 17.00 - https://t.co/HNmOcSlwIJ'
Netral;2019;'PPDB Tahun Pelajaran 2020-2021\nSMA Katolik Sang Timur Jakarta\n\n#ppdbsmakstjkt \n#ppdbsmakatoliksangtimurjakarta \n#ppdb https://t.co/3KkNe4vXNN'
Netral;2019;'PPDB SD SANTA THERESIA JAKARTA \nhttps://t.co/ILWNsFuxLj https://t.co/y0lNDuCcss'
Netral;2019;'PPDB KB-TK SANTA THERESIA JAKARTA\nhttps://t.co/TUPSjnMymi https://t.co/k4rpoQIsOi'
Netral;2019;"'#NOW Bincang Publik bersama  Ombudsman RI Perwakilan Jakarta Raya tentang ""Sengkarut Penyelenggaraan PPDB 2019""\n\nInteraktif \n\xe2\x98\x8e 021-8816363\n\xf0\x9f\x93\xb1081511107107 \n\xf0\x9f\x93\xbb 107 FM &amp streaming https://t.co/Bgl5olK8Xd https://t.co/uN0AFDkdGB'"
Netral;2019;'https://t.co/SB8hpgejbA\n\nMendikbud Muhadjir Effendy menyebut, sekolah di DKI Jakarta memenuhi syarat menerapkan Penerimaan Peserta Didik Baru (PPDB) berbasis zonasi secara penuh.'
Netral;2019;'Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/HctF96eJIY'
Netral;2019;'@null Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/KCEO950tcv'
Netral;2019;'@null Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/bHeJHnvPfV'
Netral;2019;'@null Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/C7EIDgLKVf'
Netral;2019;'@null Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/qJMilBfqLZ'
Netral;2019;'@null Mendikbud: Jakarta Penuhi Syarat Terapkan PPDB Zonasi Penuh Mendikbud Muhadjir E  https://t.co/3U92WiYUaz'
Netral;2019;'SMK JAKARTA PUSAT 1 PPDB 2020 https://t.co/Ba9MonqcHY NYIMAS'
Netral;2019;'Pengumuman Hasil PPDB Madrasah (MAN) DKI Jakarta Dilakukan Hari Ini - https://t.co/a1B1Xq8fsI https://t.co/QuGaofbShG https://t.co/wa2iZkKDU7'
Positif;2019;'@mtppas sama banyakin sekolahnya mbak, sekolah negri banyak dan merata hanya di Jakarta, Jawa Barat untuk SMA kurang sekali bisa di cek di ppdb online Jabar (tahun lalu aku pernah cek), jadi bukan tidak mau menyekolahkan ke Negri...bahkan di Depok lebih gampang nyari Mall dibanding SMAN'
Positif;2019;'Ppdb DKI Jakarta tahun 2019 sudah berakhir. Selamat bagi yg diterima di sekolah2 negri. Bagi yg belum diterima, jangan putus asa, ini bukan akhir dr segalanya.\nSeperti biasa mimin akan hibernasi sampai menjelang ppdb 2020 thn depan. Sekali lg selamat dan semangat!!!! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d'
Positif;2019;'Alasan Penulis Status Tak Usah Pajang Foto Presiden karena Kagum PPDB DKI https://t.co/s0aKmmfh35 lewat @Tribun_Jakarta'
Positif;2019;"'@thedufresne Setuju!\n\nKemarin sudah coba untuk advokasi kebijakan PPDB, alhamdulilah untuk Jakarta ga ada kasus serupa daerah lain. Kemudian mulai coba diskusi bareng buat perbaikan PAUD.\n\nTerkait konstruksi, benar kalau Disdik belum paham betul ttg konstruksi dan desain yang ""ramah anak"". ^^'"
Positif;2019;'Semoga @Kemdikbud_RI bisa mengevaluasi tahun depan aturan ppdb, misalnya jadikan jakarta sebagai percontohan beberapa tahun kalau sukses baru terapkan di daerah lain, kalau gak ada evaluasi mohon @jokowi copot saja mendikbudnya'
Positif;2019;'@Kunto_Drummer @aniesbaswedan Yg pasti di Jakarta yg dipimpin pak @aniesbaswedan penerimaan siswa baru alias PPDB nggak ribet nggak pake antri dr jam 3 pagi, syarat daftar sekolah pake nilai UN bukan pake meteran. Kami para wali murid mengucapkan TERIMA KASIH PAK ANIES....'
Positif;2019;'Sistem PPDB DKI Jakarta sudah cukup bijaksana dan cukup akomodatif dalam menyalurkan aspirasi warganya untuk mendapatkan pendidikan yang adil, layak dan memperhatikan keseimbangan lingkungan kota dan penduduk. https://t.co/VO7mGxcFIW'
Positif;2019;'PPDB DKI Jakarta Bisa Jadi Model https://t.co/VO7mGxcFIW'
Positif;2019;'@NitaSellya Dibantuin sama mimin @ppdbdki dg fast respon dimasa2 hr terakhir ppdb jakarta non dki.Berarti bgt jasa informasinya dimasa2 genting ppdb gini. Aku sbg ibu yg H2C jd sgt terbantu. Didoain berkah, murah rejeki. Klo blm ketemu jodoh,dipertemukan yg terbaik.Terima kasihbanyak min\xe2\x9d\xa4.'
Positif;2019;'Kekhawatiran yang sempat membayangi para orangtua siswa mengenai zonasi pun sirna dengan tidak banyaknya keluhan yang muncul setelah  proses PPDB berakhir.\n\nBenarkan sistem zonasi sekolah negeri Jakarta sudah cukup adil? https://t.co/NpXULVxAAI\n\n#PPDB #PPDBJakarta #ZonasiSekolah'
Positif;2019;'PPDB tingkat SMP dan SMA di DKI Jakarta melalui jalur non-zonasi dibuka hari ini Selasa hingga Kamis besok. Menurut warganet apa yang harus diperbaiki? https://t.co/nhL0vcseDp'
Positif;2019;'PPDB tingkat SMP dan SMA di DKI Jakarta melalui jalur non-zonasi dibuka hari ini Selasa hingga Kamis besok. Menurut warganet apa yang harus diperbaiki? #ElshintaEdisiSore https://t.co/REGHxtVQRB'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta yang Digagas Anies Bisa Jadi Rujukan | SwaMedium https://t.co/MbyxEL8It6'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta yang Digagas Anies Bisa Jadi Rujukan | SwaMedium https://t.co/e4iS0mhJXS'
Positif;2019;'Opini saya sejak 2 tahun lalu hingga kini, PPDB Jakarta cukup Fair dan Transparan..\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d'
Positif;2019;'Berlangsung Lancar, Fahira Idris: PPDB Jakarta Bisa Jadi Rujukan Kota Lain - https://t.co/RFHtoOVons'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta Bisa Jadi Rujukan Kota Lain\nhttps://t.co/Sj2ODhqj9Z'
Positif;2019;'Lancar, PPDB Jakarta Bisa Jadi Rujukan Kota Lain - https://t.co/A6aOKv2zXc https://t.co/ffzU3R8DN9'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta Bisa Jadi Rujukan Kota Lain https://t.co/Tw23zxYgEe'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta Bisa Jadi Rujukan Kota Lain https://t.co/KmwMUR5v9O'
Positif;2019;'PPDB Jakarta Dinilai Bisa Jadi Rujukan, baca @republikaonline\nhttps://t.co/dlbULhvtCs'
Positif;2019;'Kepala Dinas Pendidikan (Kadisdik) DKI Jakarta, Ratiyono menilai penerapan sistem zonasi sekolah pada Penerimaan Peserta Didik Baru (PPDB) di Jakarta sudah cukup adil. https://t.co/sHogVkvTC1 https://t.co/PLPzdVtmN3'
Positif;2019;'Contoh Soal UNBK: Simulasi Tes PPDB CBT MTsN 6\xc2\xa0Jakarta https://t.co/BN2QeExq9t https://t.co/Z744MMmZv8'
Positif;2019;'Kadisdik DKI Klaim Penerapan Zonasi PPDB di Jakarta Sangat Adil https://t.co/0x9ZFCwhua https://t.co/1tAA5rz2ka'
Positif;2019;'Kadisdik DKI Klaim Penerapan Zonasi PPDB di Jakarta Sangat Adil https://t.co/rgWGfzXchn'
Positif;2019;'Kadisdik DKI Jakarta menilai penerapan sistem zonasi sekolah pada PPDB di Jakarta sudah cukup adi. https://t.co/fqn4BaNLP2 https://t.co/uyhnk4Hr8t'
Positif;2019;'Kepala Dinas Pendidikan (Kadisdik) DKI Jakarta, Ratiyono menilai penerapan sistem zonasi sekolah pada Penerimaan Peserta Didik Baru (PPDB) di Jakarta sudah cukup adil. https://t.co/EbDKVO7OUA'
Positif;2019;'Berlangsung Lancar, PPDB Jakarta yang Digagas Anies Bisa Jadi Rujukan - https://t.co/PewEw9CWN1 #faktaberitafakta https://t.co/xpTXTWIilT'
Positif;2019;'SMAN di Kabupaten Tangerang HARUS sperti SMAN di Jakarta, sistem PPDB tetap Zonasi tetapi TETAP HARUS mempertimbangkan NILAI UN utk peringkat penerimaan. Itu baru Pemerataan Namanya.\n@jokowi @WahidinHalim_WH @zakiiskandar17 @pramonoanung @Kemdikbud_RI \nhttps://t.co/BhbcpZf8Ie'
Positif;2019;'Meski Mengular, Antrean PPDB di SMA 8 Jakarta Kondusif https://t.co/E2DHl1Om79'
Positif;2019;'Dukung Penerapan Sistem Zonasi PPDB, Wali Murid : Peluang Diterima di Sekolah Unggulan Lebih Besar https://t.co/bb1npp3ItW lewat @Tribun_Jakarta'
Positif;2019;'Heboh ppdb online, tp jakarta masih anteng aja. Untungnya dr tahun 2004 udah online, meski tiap tahun ada perubahan tp semakin baik. Sepertinya daerah lain hrs buat 2 jalur ppdb jg nih, umum &amp zonasi tp nem tetap jd patokannya'
Positif;2019;'Kenapa Jabar gak seperti Jakarta? Ppdb masih menghargai nilai UN ? Simpel dan jelas, pengumuman penerimaan jg cm sehari sejak akhir pendaftaran @disdikjabar @ridwankamil @Kemendikbud_RI @jokowi . https://t.co/E2ok9KHyKU'
Positif;2019;'PPDB Jabar jalur zonasi pengumuman nya lama juga, semingguan (pendaftaran terakhir 22 Juni 2019, pengumuman 29 Juni 2019) sedangkan PPDB Jakarta Jalur Zonasi pengumuman langsung pas hari terakhir pendaftaran (rentang waktu nya jam)'
Positif;2019;'@Stargazzinxx @nona_abuabu kalo udh ga keterima jakarta buka ppdb mulai senin ko, taun lalu jakarta gamake point jarak sekola dan aku salah satu yg keterima sekolah di jakarta make jalur luar daerah..'
Positif;2019;'@PPDBDKI1 @RianHandrijoko @mendiknas Setuju min. Kami dukung Mimin agar tetap Menyeleksi Pakai Nilai UN.jangan Dengerin Yg kepanasan gara gara Nemnya kecil wkwkw.. Good Job ppdb jakarta!'
Positif;2019;'Pelaksanaan Penerimaan Peserta Didik Baru (PPDB) tahun 2019 di DKI Jakarta berjalan kondusif.\n\nMenurut FSGI Kemendikbud perlu mencontoh Pemprov DKI Jakarta dalam penerapan sistem zonasi dalam PPDB.\n\nBagaimana pengalaman teman-teman yg mengurus #PPDB tahun ini? https://t.co/fmxRxLl0gd'
Positif;2019;'@bene_conan Ooh yg jakarta masih kayak gitu ya? Bagus deh. Gua liat klasmen ppdb jabar lucu aja dirankingin berdasarkan jarak. Tp ada juga sih yg pake nilai, cuma slot kursinya dikit'
Positif;2019;'@firal70 @Kemdikbud_RI PPDB DKI Jakarta kuota terbesar tetap menggunakan hasil UN sbg metoda seleksinya, Tangerang harusnya mengacu ke DKI Jakarta, jgn malah ikut sistem Serang, Lebak, Pandeglang yg memang hasil UN msh dibawah rata2 nasional.'
Positif;2019;'PPDB DKI Jakarta selama ini dianggap baik. Bisa dicontoh https://t.co/ROagtWjO30'
Positif;2019;'Warga apresiasi pelaksanaan PPDB online jalur inklusi di Jakarta.\nhttps://t.co/9K53iTFaYb https://t.co/iQjgW5lIjH'
Positif;2019;'Warga Kelurahan Rawa Badak Selatan, Koja, Jakarta Utara, mengapresiasi jalur inklusi Penerimaan Peserta Didik Baru (PPDB) online bagi calon pelajar tingkat SD hingga SMA atau SMK. https://t.co/5Ht3AqKa1x'
Negatif;2020;'@select1ve maap bos, udah dbl founder, gaada surabaya g merdeka bos hahay sukarno lahir disini\njakarta itu kota apa kelahiran umur si, ppdb aja pake umur niat sekolah kaga WKWKW'
Negatif;2020;'@BudiMario @dewi_darmawati KADISDIK DKI JAKARTA NIH BUAT BLUNDER DAN RAMAI AJA.\nKEMARIN BLUNDER SOAL PPDB, SEKARANG SOAL UJIAN...\nSUKA BANGET YA BUAT BLUNDER..\n\nDIA UDAH GA BISA TIDUR NYENYAK NIH... UDAH VIRAL GINI...\n\nPERLU DITELUSURI APA MAKSUD DARI SOAL UJIAN TERSEBUT...'
Negatif;2020;'@schfess fix nder lu kalo ikut ppdb jakarta tahun ini kepental mulu'
Negatif;2020;'@pakaiibukany @undipmenfess @NotUrAvgOG @faiqabil70_ @ppdbjakarta Kasi kesempatan yang udah sepuh nad @ppdbjakarta'
Negatif;2020;'@Uki23 Ini akibatnya kalau ga Bener kerja, yg patung di masker in lah, yg atap rumah warga fly over tapal kuda di cat, atau ganjil genap motor diberlakukan, PPDB  jakarta menggunakan umur sebagai acuan\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2'
Negatif;2020;'Gubernur Anies Baswedan dan Disdik DKI Jakarta digugat ke PTUN DKI soal PPDB 2020. PPDB 2020 DKI dengan seleksi usia disebut melanggar aturan Kemendikbud. #AniesBaswedan #PPDB https://t.co/xOwcoQB0Sj'
Negatif;2020;'Para orang tua murid memasukkan gugatan kepada Pemprov DKI Jakarta ke PTUN Jakarta karena menerapkan syarat yang diskriminatif dalam PPDB online sehingga merugikan keberlangsungan pendidikan bermutu bagi siswa murid. (Joi)\n#ElshintaEdisiSiang https://t.co/9HqhrFcdue'
Negatif;2020;"'@jubidotcom Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@bagiwang @sandalista1789 Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@detikcom Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@RestyLeseh Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@RestyLeseh Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@P3nj3l4j4h_id @Raqqa_SL Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@DonAdam68 Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@Yabsarpote Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@elpueblo1998 @rahung Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@KompasTV Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;"'@Ronnie_Rusli @RajaGuguk14 Sosialisasi yang ""Buruk"" ? #ppdb #permendibud #indonesia #jakarta #pelajar #gubernur #daerah #kota https://t.co/cE23XxWNxX'"
Negatif;2020;'@SalmaBrecht @June_dya77 @Official_PAN PPDB Jakarta kemarin amburadul kan? Bahkan orang tua sampe demo. Masak daftarin sekolah yang pertama jadi pertimbangan adalah umur? \n\nBukannya malah gak koreksi diri, malah ngomingin nadiem'
Negatif;2020;'@MaspiyuO Anis hanya pandai retorika tapi minim kinerja..banyak kebijakan ya merugikan rakyat Jakarta..yg nyata penyelengara PPDB online yg amburadul malah akan terjadi kemacetan akibat terapan zonasi yg fake dan klubada polemik akibat kebijakan dia Anis kabur entah kemana?.#anisgubfake'
Negatif;2020;'Ada 1.000 orang tua murid yang mengadukan proses administrasi PPDB Online DKI Jakarta https://t.co/osNIeeZDh6'
Negatif;2020;'@WahabisLokal Itu fakta..!! Makanya PPDB Jakarta ricuh bahkan hampir dibatalkan.'
Negatif;2020;'(( anak kemarin sore )) wkwkakak ngapa jd lomba tua2an dah berasa ppdb jakarta https://t.co/WZTGV8tEkL'
Negatif;2020;'Sudah-sudah itu bukan reklamasi tapi disebut anies itu perluasan.\n\nMassa dari berbagai elemen berunjuk rasa di depan Balai Kota Jakarta. Mereka memprotes soal reklamasi Ancol hingga PPDB DKI 2020.\n\n https://t.co/Gyk83jvPX8'
Negatif;2020;'@musniumar Gak nonton berita kalo PPDB di DKI Jakarta bermasalah ya ???'
Negatif;2020;'Ada demo lagi ya nis @aniesbaswedan terkait PPDB DKI Jakarta ?? Gimana tuh solusinya nis ?? Jangan dokem bae ente..!'
Negatif;2020;'Sadar atau tidak pelaksanaan penerimaan peserta didik baru (PPDB) meninggalkan persoalan baru di Jakarta. \n\nSaya menerima laporan ada ratusan siswa yang hingga saat ini belum terdaftar di sekolah mana pun dan terancam putus sekolah. https://t.co/z1w7VpzA1Y'
Negatif;2020;'Pelajar peraih ratusan penghargaan Aristawidya Maheswari (15) memperoleh tawaran melanjutkan pendidikan SMA di sejumlah sekolah swasta di Jakarta usai gagal lolos seleksi negeri. kok bisa?\n\n#PPDB #Jakarta\nhttps://t.co/KikuV4a2je'
Negatif;2020;'Kritik Anies Soal PPDB dan Reklamasi, Presidium Barometer Jakarta Gelar Aksi Demonstrasi https://t.co/7rJBJnzCvW https://t.co/CkbLbqNuK5'
Negatif;2020;'@KompasTV Maksudnya jelas @DKIJakarta.. bener pisan Kang @ridwankamil kemaren ppdb Jakarta jatah khusus anak nakes yg menangani covid-19 cuma dikasih buat 1 (satu) siswa aja!! Beda pisan sama jabar Dan jateng.. https://t.co/mAbS3VJXoQ'
Negatif;2020;'Komisi Perlindungan Anak Indonesia (KPAI) menyebut ada 106 siswa yang tak lolos Penerimaan Peserta Didik Baru (PPDB) DKI Jakarta 2020 yang belakangan menjadi kisruh karena syarat usia.\n\nBaca selengkapnya di https://t.co/2sy4ld1Moq\n\n#pasticorrecto #ppdb #jakarta #siswa #kpaihttps://t.co/C8kKS5Mk4s'
Negatif;2020;'Kids, belum lama ini, heboh dengan berita seorang siswi bernama Aristawdya Maheswari, siswi umur 15 tahun, yang berhasil mememiliki 700 piala perhargaan, namun gagal diterima di SMA Negeri di Jakarta, pada seleksi Penerimaan Peserta Didik Baru atau PPDB. https://t.co/LpkzVJhoszhttps://t.co/EwGBwyuRJB'
Negatif;2020;'PPDB Zonasi 2020 Dihujani Kritik, Kini Ribuan Kursi Kosong di Sekolah Jakarta Tak Terisi https://t.co/mnCon3HxdB'
Negatif;2020;'Seharusnya sblm menerapkan sistem PPDB Zonasi Diknas DKI hrs memperhitungkan atau mensosialisasikan lbh dulu sistem ini, emg enak skrg akhirnya byk kursi kosong.. \nJgn smp nanti kursi kosong diperjual belikan loh ya apalg utk sklh2 favorit di Jakarta.\n\nhttps://t.co/89T1TBEAaF'
Negatif;2020;'Dinas Pendidikan DKI Jakarta sebelum membuka PPDB DKI tahun 2020, mereka memang kurang melakukan sosialisasi https://t.co/0ieetGPcra'
Negatif;2020;'LSM GMBI Dki Jakarta Menuntut Kepada Gubernur Dki Jakarta Agar PPDB Segera Di\xc2\xa0Cabut https://t.co/zkDWOanUS9'
Negatif;2020;'@saykoji @Kemdikbud_RI Swasta mana mungkin bisa dicampuri bang, makanya wali murid sy rebutan cari sekolah negeri saat ppdb jakarta kemarin krn gratis spp dll, termasuk buku yg dipinjamkan. Malah byk yg dari sekolah swasta pindah \xc4\xb7e negeri jg demi gratis. Tapi ya itu seleksi kacau'
Negatif;2020;'@ttraashhhhh @sethrash666 Emang yang perlu dikritisi skrg itu sistem ppdb yang makin kacau ditambah pula model zonasi yang gak jelas, lebih parah di Jakarta pakai sistem umur. Semua sekolah belum bs disamakan semua, kasian anak2 yang emg pinter dan hrs sekolah yang ga mendukung. Halo @Itjen_Kemdikbud'
Negatif;2020;'Mulai kebijakan normalisasi sungai di jakarta, formula B di monas yg mengorbankan pohon2 mahoni, penanganan covid19 dan bantuan utk para korban dampak pandemi yg ambur adul, masalah PPDB yg akhirnya mengorbankan anak2 berprestasi menunjukkan ketidakmampuanmu anies baswedan !!'
Negatif;2020;'sebenernya aku orangnya ga dendam atau klo nyesel/kecewa ga lama, cuma kadang masih kecewa sama ppdb zonasi pake umur krn aku msh 14, okt nnt baru 15, harapan cuma di japres tp rata\xc2\xb2 anak negri kalah sama swasta. sejak masuk smp aku udh netapin mau masuk sman 81 jakarta,sekolah\xe2\x80\x94'
Negatif;2020;'@rockykerung @armawaras @yunartowijaya Ga habis pikir emang. Gw kenal 2org model bgini, emak2 yg misuh2 anaknya ga keterima di sekolah negeri gara2 aturan ppdb di jakarta. Tau ga yg disalahin siapa? Mendikbud....\xf0\x9f\xa4\xa6'
Negatif;2020;'@keteknyawonpil iyaa\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad bapak aku kan dipindah kerjanya ke sana dari januari lalu, karena aku dsah males ikut ppdb jakarta jadi aku ikut ke ambon aja huhu\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
Negatif;2020;'gw kan liat ppdb jakarta, ada yg paling muda nya 15 th 3 bulan (kalo ga salah), ini gw yg 15 tahun masih lama nyoba di jakarta gimana anjir. Auto swasta'
Negatif;2020;'@duhvii Gatau capek bgt sama ppdb jakarta\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
Negatif;2020;'@cupacupicipi Lah d jakarta ppdb ada yg umur 10thn lebih yg daftar'
Negatif;2020;'Gubernur Covid konpres mulu..PPDB JAKARTA MINGKEM...KAN TAI!!! https://t.co/ZJWzWdSKwf'
Negatif;2020;'Kadis pendidikan Dki Jakarta,membuat kebijakan PPDB dengan batas usia,Akibatnya para orang tua tambah pusinggggggggggggg mencari duit untuk daftar anak di sekolah SWASTA\nKonyollllllllllllllll........ https://t.co/5gW1FyBIla'
Negatif;2020;'@PPDBDKI1 Apa rencana pemerintah DKI Jakarta untuk anak\xc2\xb2 yg gagal diterima PPDB? Kalau ortunya tak sanggup daftarkan ke sekolah swasta krn mihil, gmn?'
Negatif;2020;'Smoga ada org yg mau membiayai unt melanjutkan skolah ya dek.....\n\nTak Lolos PPDB Jakarta, Pelajar Peraih Ratusan Penghargaan Akhirnya Putus Sekolah - https://t.co/FM24mnaDx4 https://t.co/yx7LS6R9np'
Negatif;2020;'Kenapa ya DPRD Dki Jakarta diam seribu bahasa ketika orang tua siswa merasa dirugikan/disusahkan dengan aturan Usia dalam PPDB di Dki Jakarta Oleh kepala dinas pendidikan,\n\nANEHH\nKatanya perwakilan rakyat,\n waktu kampanye bro ,ngaku- ngaku berjuang untuk rakyat,\nKacian deh,,'
Netral;2020;'#ppdb #homeschooling #paketa #paketb #paketc @ Jakarta, Indonesia https://t.co/h9Li1AcP4z'
Netral;2020;'Penambahan anggaran BOS menyusul banyaknya siswa di DKI Jakarta yang terdampak pandemi covid-19 dan sistem PPDB.  https://t.co/TOp4iYz7lU'
Netral;2020;'#sekolah #pendidikan #indonesia #school #sma #dirumahaja #belajar #smp #smk #guru #covid #kuliah #jakarta #ppdb #like #sekolahislam #sekolahan #kampus #pelajar #kantor #mahasiswa #bandung #education #sekolahdasar #viral #sd #siswa #belajardirumah #Jakarta #IT https://t.co/Htd6xvsQWq'
Netral;2020;'\xe2\x80\x9cBermimpilah besar dan berani gagal.\xe2\x80\x9d\n\nInfo PPDB MA Istiqlal Jakarta: 08111264720'
Netral;2020;'@penguindokso Harusnya dari total nilai semua matpel disekolah kamu dibagi banyaknya matpel kamu. Nah kalo yg umur itu setau aku adanya di sistem ppdb jakarta, ada bbrp daerah yg liat dari jarak sekolah kerumah juga. Tahun ini adkel yg baru masuk paling tua umurnya udh 18 paling muda 16\xf0\x9f\x98\x85'
Netral;2020;'@schfess Hmm cuma mau ngetik 2020 ft. ppdb jakarta'
Netral;2020;'@ppdbjakarta maba niat bgt ngetimnya,semoga membuahkan hasil dek \xf0\x9f\x98\xad\xf0\x9f\x91\x8d'
Netral;2020;'@studiedphile Apa kamu ppdb DKI Jakarta juga sama kyk aku\xf0\x9f\x98\xb3?'
