sentimen,tahun,tweet
Positif,2021,keren pak anies baswedan masalah sudah beres tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama bapak akan dahulu juga menteri akan pak tahu akan pak pendaftaran ppdb seperti apa
Positif,2021,keren pak anies baswedan masalah sudah beres tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama bapak akan dahulu juga menteri akan pak tahu akan pak pendaftaran ppdb seperti apa
Positif,2021,keren pak anies baswedan masalah sudah beres tapi akan lebih baik lagi kalau tidak perlu ada masalah sejak hari pertama bapak akan dahulu juga menteri akan pak tahu akan pak pendaftaran ppdb seperti apa
Positif,2021,wakil gubernur dki ppdb secara online di jakarta berlangsung sangat baik
Positif,2021,ppdb di jakarta utara berjalan baik
Positif,2021,pemerintah kota administrasi jakarta utara memastikan pelaksanaan pendaftaran peserta didik baru ppdb terkendali
Positif,2021,apresiasi untuk dinas pendidikan provinsi dki jakarta dalam melayani masyarakat di masa ppdb ini
Positif,2021,gubernur dki jakartaanies baswedanmemastikan dua permasalahan situsppdbdki jakarta tahun sudah beres dan tertangani dengan baik
Positif,2021,sudah ada perbaikan kebetulan anak saya juga ikut ppdb dki awalnya memang agak bermasalah program sidanira bahkan luar biasa gubernur dki jakarta ikut memantau karena dia mantan mendikbud republik indonesia jadi tahu amp ini hal yang vital bagi bibit sumber daya manusia di dki jakarta ke depan gerak cepat amp monitor yang bersangkutan
Positif,2021,alat saya saat itu adalah pc intel atom dengan memori gb modem flash telkomsel tahun demi tahun berlalu kesulitan ketidakcakapan mengakses internet ternyata masih kerap muncul untungnya beberapa warung internet di jakarta membuka jasa asistensi ppdb solidaritas yang bagus
Positif,2021,gubernur dki jakarta anies baswedan baswedan gerak cepat dan memastikan kesulitan dalam pengajuan akun saat ppdb tahun ajaran sudah bisa teratasi dan sudah bisa diakses
Positif,2021,gerak cepat banget ini ppdb dki jakarta bermasalah pak gubernur turun tangan pastikan proses lancar bangga saya punya gubernur seperti beliau
Positif,2021,alhamdulillah kendala yang kemarin sempat muncul dan dirasakan para siswa dan orangtua yang mengikuti ppdb jakarta sudah tertangani dengan baik
Positif,2021,wah selamat iya tipsnya berguna buat daftar semoga bisa istirahat buat yang lain semoga bermanfaat yaa
Positif,2021,kasih untuk para staff dan pengurus ppdb dki jakarta akhirnya sekian lama bisa daftar japres semoga hal ini tidak terjadi di tahun yang akan datang dan bisa menjadi pelajaran supaya sistem pendidikan di indonesia bisa maju yang memiliki sumber daya manusia unggul
Positif,2021,ombudsman apresiasi perbaikan ppdb dki jakarta
Positif,2021,paling enak ppdb jakarta asli
Positif,2021,dahulu aku benar benar taat banget sama perintah allah pas dekat dekat ppdb jakarta setiap hari tahajud doa solawat di sekolah yang aku ingin tapi takdir berkata lain sepertinya allah memberikan aku yang terbaik aku ketendang sma mana pun akhirnya daftar smk mungkinini yang terbaik
Positif,2021,waktu itu maki maki sama ppdb jakarta sekarang aku bersyukur sangat bisa menemukan teman yang support lebih support diri aku sendiri dari pada teman smp dan yaa sekarang aku enjoy sangat sama sklhku sekarang walaupun praktek nya banyak banget iya namanya juga smk sih tertawa
Positif,2021,pemberkasan untuk sekolah negeri tahun kemarin berdasar pengalaman saya mendaftarkan keponakan saya sd negeri kalau jakarta sudah bisa online sistem ppdb di jakarta sudah bagus ada juga tahap daftar ulang setelah itu ini saya tidak tahu prosesnya bagaimana orang tuanya yang mengurus
Negatif,2022,bagus sih sayang pemerataan pembiayaan pendidikan dari apbn dan apbd belum adil seharusnya semua siswa yang mengajukan diri untuk sekolah lewat ppdb pemerintah provinsi jakarta dilayani semua kalau kuota negeri kurang dialihkan ke swasta di subsidi terus jangan yang punya kjp dan pip saja
Negatif,2022,ingat tidak pas ppdb juga orang tua sudah demo tidak tapi pemerintahnya bahkan ketawa tidak peduli seperti beneran pas lagi unjuk rasa diketawain dan dibodohin gitu di depan para pendemo ini demi pelajar loh pemerintah memang sejahat itu iya kalau tidak salah waktu itu pas demo ke dinas pendidikan jakarta
Negatif,2022,kemendikbud walaupun angkatan akan jadi percobaan nntinya tertawa semangat iya karena jujur saya masuk smk juga karena percobaan tertawa yang orang jakarta tahu lah iya bagaimana kacaunya ppdb jakarta so iya sudah cukup ppdb yang jadi hal saya waktu itu kecewa sama sistem
Negatif,2022,highschool di jakarta highschool di jakarta saya ditolak ppdb dki anjing
Negatif,2022,tangerang anjing ppdb jakarta tolak saya akan jadi tidak bisa ikut trend high sekolah di jakarta sudah lama tapi tetap saja sakitnya masih berasa men
Negatif,2022,seandainya dana itu bisa bantu anak saya masuk sekolah sedihnya iya tuhan karena anak bodoh dan umur muda tidak dapat sekolah negeri padahal karena bodoh makanya saya sekolahkan ppdb jakarta sangat menyakitkan hati saya sebagai orgtua tunggal semoga pemerintah provinsi dki bisa memberikan solusi untuk anak kami
Negatif,2022,gonta ganti kebijakan ppdb jakarta dinilai banyak timbulkan persoalan
Negatif,2022,pejuang ppdb jakarta yang belum lolos menangis saja tidak apa-apa saya juga ngerasain bagaimana tidak adilnya sistem sama kita yang sudah usaha semaksimal mungkin semangat teman-teman nilai tinggi percuma ternyata tertawa
Negatif,2022,ppdb jakarta mohon tidak jelas banget
Negatif,2022,iya nih kayaknya error melulu web ppdb jakarta dari kemarin ngeselin juga
Negatif,2022,ppdb zonasi jakarta kemarin anjing nama saya pas awal awal ada di pilihan pertama terus iseng lihat dua pilihan saya yang lain tidak ada uang nama saya pas balik ke pilihan pertama kok sudah tidak ada uang yah bolak balik scroll atas bawah dan refresh tetap tidak ada uang anjing panik akan main
Negatif,2022,tidak terima soalnya ppdb anjing jakarta tidak pakai nilai cuma zonasi sama umur
Negatif,2022,ppdb jakarta ingin saya bantai masih kesel banget saya
Negatif,2022,ppdb jakarta harus tahun anjing saya yang tahun bulan untung di jawa barat
Negatif,2022,tidak adil banget najis ppdb zonasi jakarta masa yang sudah tua pada masuk sma tidak akal banget anak yang seharusnya masuk sma bahkan pada ketendang masa kita harus menunggu tahun depan buat masuk sma negeri akan gila mau sampai kapaan sistem nya seperti begini
Negatif,2022,ppdb jakarta ini kenapa gagal melulu iya padahal jaringan aman kok
Negatif,2022,ini ppdb jakarta kenapa lemah otak banget
Negatif,2022,web ppdb jakarta mengapa beginii
Netral,2022,untuk memenuhi kebutuhan masyarakat mendapatkan layanan paud dinas pendidikan provinsi dki jakarta membuka layanan ppdb tahun ajaran di satuan paud negerivtersebar di jakarta dengan jumlah peminat yang mendaftar ke satuan paud negeri meningkat dari tahun sebelumnya
Netral,2022,untuk memenuhi kebutuhan masyarakat mendapatkan layanan paud dinas pendidikan provinsi dki jakarta membuka layanan ppdb tahun ajaran di satuan paud negerivtersebar di jakarta dengan jumlah peminat yang mendaftar ke satuan paud negeri meningkat dari tahun sebelumnya
Netral,2022,yaallah allahu akbar saya nyesel banget kenapa pas ppdb dahulu saya tidak milih sman atau sman jakarta sekarang rasa nyesel dan rasa bersalahnya ampun besar banget
Netral,2022,penerimaan peserta didik baru ppdb online sma fons vitae marsudirini koja jakarta utara tahun
Netral,2022,ppdb mtsn man dki jakarta tahap akhir link pengumuman dan cara lapor diri
Netral,2022,pengalaman mengikuti ppdb online dki jakarta part
Netral,2022,mau tanya apakah bisa ikut ppdb depok jika kakak dki jakarta tapi tinggalnya didaerah cinere mohon infonya apa saja persyaratannya dan jalur mana yang harus diikiuti terima kasih
Netral,2022,Cuma nyeritain soal tim coach saya yang persiapan buat igt terus si emak nyeletuk kamu tidak ikutan ke jakarta juga busetdah dikata join igt seperti ppdb sma apa menangis banget
Netral,2022,ppdb sma hang tuah jakarta sudah tutup selamat bergabung di sma hang tuah jakarta
Positif,2022,bu di pulau seribu itu sma nya secara fisik bagus tapi kalau diliat di ppdb banyak yang tidak daftar ulang mau usul kenapa tidak dibuat kayak sma unggulan saja yang pakai asrama jadi calon siswa dari jakarta tidak perlu khawatir untuk daftar disana
Positif,2022,sebenarnya semua hal harus disyukuri Cuma if could do this waktu ppdb saya harusnya tetap milih sekolah di jakarta apapun itu sekolahnya asalkan di jakarta
Positif,2022,kalau ppdb jakarta ada sekolah unggulan dan nilainya bagus
Positif,2022,ppdb jakarta japres lolos seleksi dan lulus di smp juga huhuhu puji tuhan bersyukur sangat buat teman yang belum lolos seleksi ppdb japres semoga di jalur afirmasi amp zonasi bisa keterima di sma yang diinginkan aamiinn bagus luck teman-teman semangat
Positif,2022,alhamdulillah keterima ppdb jakarta jalur prestasi walaupun bukan di sma yang saya bayangkan tapi ini cukup untuk saya terima kasih god
Positif,2022,hari pertama ppdb dki jakarta berjalan lancar
Positif,2022,komisi perlindungan anak indonesia ppdb jakarta berjalan lancar lupa password akun dominasi permasalahan di posko ppdb
Positif,2022,semoga lolos ppdb gelombang jakarta semoga juga kakak dijauhkan dari kesialan dilancarkan dan dimudahkan dalam segala urusannya aamiin rajin berdoa saja kak semangat jangan nyerah jaga kesehatan iya banyak makan minum istirahat bagus luck have bagus day
Positif,2022,kagum sih sama yang bikin presentil akademik ppdb dki jakarta tahun ini bisa sedetail itu dalam menghitung presentil akademik nilai akademik nilai non akademik akreditasi peringkat angkatan semuanya diramu jadi satu nilai untuk mewakili ikut jalur prestasi
Positif,2022,pemerintah provinsi dki jakarta menyatakan penerimaan peserta didik baru ppdb daring lebih variatif demi membentuk kualitas pendidikan yang lebih baik
Positif,2022,wakil gubernur dki jakarta ahmad riza patria mengatakan penyelenggaraan penerimaan peserta didik baru ppdb akan berjalan semakin baik
Positif,2022,saya ppdb jakarta pakai jalur luar kota alhamdulillah langsung diterima pilihan nder tidak geser padahal umur nya termasuk muda tidak tahu si ini dihitung apa tidak
