sentimen,tahun,tweet
Netral,2021,Sudah mengikuti Tes Seleksi PPDB Madrasah Istiqlal Jakarta T.P 2022/2023 n\n____\nJangan terlewat iya Sabtu 11 Desember 2021 https t.co/83Ym1Da6zq
Netral,2021,Presentasi PPDB SMP N 82 JAKARTA smpn82.jkt\nhttps t.co/369W1UqPUg
Netral,2021,Presentasi PPDB SMP N 82 JAKARTA smpn82.jkt\nhttps t.co/lypEhn9Jib
Netral,2021,Hari Tim PPDB Tahun Pelajaran 2022/2023 berkunjung SMP N 82 JAKARTA.\n smpn82.jkt\nhttps t.co/O90SuNxhuO
Netral,2021,ezgisuyahayatol\n sma smp smk Indonesia sekolah masasma smahits lfl sbmptn pelajar kuliah mahasiswa pendidikan ppdb dirumahaja like viral tiktok selebgram utbk anakhits belajar sman bimbel jakarta anaksma universitas kampus bhfyp\n ezgisuyahayatolal1m https t.co/gzbj6y2VgI
Netral,2021,ezgisuyahayatol\n sma smp smk sd Indonesia sekolah masasma smahits lfl sbmptn pelajar kuliah mahasiswa pendidikan ppdb dirumahaja like viral tiktok selebgram utbk anakhits belajar sman bimbel jakarta anaksma universitas kampus bhfyp\n ezgisu https t.co/rWn2VSJnpg
Netral,2021,memethmeong Kemaren ngecek PPDB Jakarta SD negeri inceran masuk usia 6 9 Mudah2-an nadim lolos deh SMP/SMA Negri mbak Meth SD swasta SMP-SMA nya Negeri
Netral,2021,07SF schfess Kan iya semacem sertif pengurus OSIS iya sekolah dilampirin gituu kayak nilai plus ngomong-ngomong PPDB Jakarta
Netral,2021,twertelan yahhh ppdb tidak bisa iya jakarta deh
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,smk jakarta timur ppdb jakarta selatan
Netral,2021,deh jakarta timur ppdb sma jakarta selatan
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,PPDB Bersama SMA DKI Jakarta Dimulai Inilah Daftar 89 SMA Swasta Terlibat Beserta Kuotanya https t.co/vzeKSVVjst
Netral,2021,SD Kartika Jaya X-7 Jakarta kepala sekolah Pak Pamuji sukses terbaik DKI Jakarta Apa tips beliau guru anak orang tua belajar PPDB pandemi Yuk kepoin teman-teman https t.co/3iTVORBPbI
Netral,2021,jeongsshn ngomong-ngomong ppdb Jakarta iya coba ppdb kotamu
Netral,2021,Catat Baik-baik Begini Alur Tempat PPDB SD-SMA Jalur Zonasi Jakarta https t.co/wiNmzkpmW1
Netral,2021,Adik lulus SMP SMA Ikutlah PPDB DKI Jakarta BEUH YA AMPUN DEG-DEGAN
Netral,2021,Dibuka Sampai Besok Ini Tata Cara Pendaftaran PPDB Bersama Sekolah Negeri Swasta Jakarta\n\n Sindonews BukanBeritaBiasa https t.co/1n9ZEB558H
Netral,2021,Ombudsman Perwakilan Jakarta Raya menemukan dugaan malaadministrasi PPDB tingkat SMA/SMK Bodebek https t.co/r9w3Q4YDyz
Positif,2021,OposisiCerdas DKI bagus PPKM salurkan bansos 1 juta KK berhak program vaksin 100 belajar tatap muka PPDB lancar Dead rate covid tertinggi turun Jakarta pintar Jakarta linko warga daerah iri DKI
Positif,2021,schfess kemarin ppdb jakarta osis Apalagi jabatan osisnya lumayan banget tambahan nilainya
Positif,2021,subschfess Ppdb 2021 Alhamdulillah nya 2021 keterima salah sma negeri Jakarta pusat poin utamanya n-klo angkatan SMP 21 ppdb SMA 22 alias gapyear langsung Dateng mana-mana
Positif,2021,KPAI PPDB DKI Jakarta Libatkan Sekolah Swasta Patut Ditiru https t.co/We5oK0Po5l
Positif,2021,Kemarin sore mengunjungi posko PPDB Penerimaan Peserta Didik Baru sekolah SMAN 8 Jakarta Penerimaan siswa berjalan lancar catatan aspirasi terima tindak dinas terkait https t.co/xL6MS6oghb
Positif,2021,Ppdb jakarta bagus kepantau calon peserta didiknya kudet sistem
Positif,2021,semangat ppdb jakarta seminggu kemarin ngurusin ppdb tidur alhamdulillah selesai
Positif,2021,PPDBDKI1 Hebat posko ppdb Jakarta professional amp melayani masyarakat sungguh kagum pindah Jakarta pindah kknya genap setahun takut bingung daftar skolah aniesbaswedan DKIJakarta https t.co/YUYRjl0g54
Positif,2021,Ppdb jakarta bagus
Positif,2021,Siang SahabatMilly mengecek jalannya PPDB 2021 SMAN 78 Kemanggisan Jakarta Barat proses teratur dibanding catatan dioptimalkan kedepannya SisMillyBersamaRakyat https t.co/FcqNp2tD5S
Positif,2021,'Pemerintah DKI Jakarta menggandeng 89 sekolah swasta menambah daya tampung calon siswa jalur afirmasi penerimaan peserta didik PPDB Kerja diutamakan 168 kelurahan memiliki sekolah https t.co/LuPbXWPn6P KoranTempo
Positif,2021,Mantap Pak Anies beres Tapi Bapak Menteri Pak Tau Pak pendaftaran PPDB TheEditors PPDBJakarta n\nhttps t.co/AprSyZxdnB https t.co/qBGzzhTr8e
Positif,2021,Mantap Pak Anies beres Tapi Bapak Menteri Pak Tau Pak pendaftaran PPDB TheEditors PPDBJakarta n\nhttps t.co/AprSyZxdnB https t.co/MFm8B1lqRe
Positif,2021,Mantap Pak Anies beres Tapi Bapak Menteri Pak Tau Pak pendaftaran PPDB TheEditors PPDBJakarta n\nhttps t.co/AprSyZxdnB https t.co/jKjY5lkv5a
Positif,2021,Wagub DKI PPDB Online Jakarta Berlangsung Sangat Baik https t.co/fdlnc3sj9l
Positif,2021,PPDB Jakarta Utara Berjalan Baik https t.co/IIgWt4w0qk\n kominfotikJU
Positif,2021,Pemerintah Kota Administrasi Jakarta Utara pelaksanaan Pendaftaran Peserta Didik Baru PPDB terkendali n\n PPDBJakarta ppdb2021 n\n https t.co/2xIVb6Rv7v https t.co/rVWA2Nfv8C
Positif,2021,Apresiasi Disdik Prov DKI Jakarta melayani masyarakat PPDB n\n SemogaLancar https t.co/9qxWvPx4H4
Positif,2021,'Gubernur DKI JakartaAnies Baswedanmemastikan permasalahan situsPPDBDKI Jakarta Tahun 2021 beres tertangani nhttps t.co/u42Z76kvgq\n aniesbaswedan https t.co/C4oHkvIaN7
Positif,2021,Mdy_Asmara1701 aniesbaswedan Sudah perbaikan Kebetulan anak Sy PPDB DKI bermasalah Program SIDANIRA GUBERNUR DKI JAKARTA memantau Mantan MENDIKBUD RI amp VITAL Bibit SDM DKI Jakarta GERCEP amp MONITOR yang bersangkutan
Positif,2021,Senjata PC Intel Atom memori 1 GB modem Flash Telkomsel n\nTahun kesulitan/ketidakcakapan mengakses internet kerap muncul.\n\nUntungnya warung internet Jakarta membuka jasa asistensi PPDB Solidaritas bagus
Positif,2021,'Gubernur DKI Jakarta Anies Baswedan gerak cepat kesulitan pengajuan akun PPDB ajaran 2021/2022 teratasi diakses https t.co/z1ml6xlSc1
Positif,2021,'Gercep banget n\nPPDB DKI Jakarta 2021 bermasalah Pak Gubernur aniesbaswedan turun tangan pastikan proses lancar n\nBangga Gubernur beliau https t.co/nnXVMM1CnY
Positif,2021,Alhamdulillah kendala kemarin muncul dirasakan siswa orangtua mengikuti PPDB 2021 Jakarta tertangani baik.\n\n TelkomIndonesia Disdik_DKI dukcapiljakarta JSCLab PPDBJakarta2021\n JagaJakarta\n JakartaBangkit\nhttps t.co/T6QG9cfGFU
Positif,2021,Wah selamat iya tipsnya berguna daftar PPDBJakarta semoga istirahat semoga bermanfaat yaa PPDBJakarta ppdbdki ppdb ppdbdkijakarta ppdb2021 https t.co/5muaRLs825
Positif,2021,Disdik_DKI PPDBDKI1\nterima kasih staff pengurus PPDB DKI Jakarta sekian daftar japres semoga pelajaran sistem pendidikan Indonesia maju memiliki SDM unggul
Positif,2021,Ombudsman Apresiasi Perbaikan PPDB DKI Jakarta 2021 https t.co/4mercKYh4z
Positif,2021,yellowraiseu enak ppdb jakarta asli
Positif,2021,kaptenriii taat banget perintah allah pas ppdb Jakarta tahajud doa solawat sekolah takdir allah terbaik ketendang SMA daftar SMK mungkinini terbaik
Positif,2021,maki maki ppdb jakarta bersyukur menemukan teman support support dari pada teman smp yaa enjoy sklhku praktek nya banget iya namanya smk sih tertawa
Positif,2021,AJamilah1 ismailfahmi Pemberkasan sekolah negeri kemarin berdasar pengalaman mendaftarkan keponakan SD Negeri Jakarta online 100 System ppdb Jakarta bagus.\nAda tahap daftar ulang prosesnya orang tuanya mengurus
Negatif,2022,aniesbaswedan Disdik_DKI DKIJakarta feryfarhati dinaslhdki Bagus sih sayang pemerataan pembiayaan pendidikan APBN DAN APBD BELUM ADIL siswa mengajukan sekolah PPDB pemerintah provinsi jakarta dilayani kuota negeri dialihkan swasta subsidi kjp pip
Negatif,2022,Inget gasihhh pas ppdb orang tua DEMO pemerintahnya ketawa peduli beneran pas unjuk diketawain dibodohin gitu pendemo Ini pelajar loh Pemerintah sejahat iya Kalgasal pas demo dinas pendidikan jakarta https t.co/HwOMg2Tm6J
Negatif,2022,Kemendikbud Walaupun angkatan 2023 percobaan nntinya HAHAHA SEMANGAT YA jujur masuk SMK percobaan tertawa Yang orang Jakarta iya kacaunya PPDB 2020 Jakarta So iya Udah PPDB kecewa sistem
Negatif,2022,highschool jakarta highschool jakarta ditolak ppdb dki anjing
Negatif,2022,convomf tangerang anjing ppdb jakarta tolak tidak bisa trend high sekolah jakarta sakitnya berasa men
Negatif,2022,kurawa DennySa015 ACTforHumanity Seandainya dana bantu anak masuk sekolah sedihnya iya Tuhan Krn anak bodoh umur muda sekolah negeri Pdhl Krn bodoh sekolahkan PPDB Jakarta menyakitkan hati orgtua tunggal Semoga pemerintah provinsi DKIbisa solusi anak
Negatif,2022,'Gonta-Ganti Kebijakan PPDB Jakarta Dinilai Banyak TimbulkanPersoalan https t.co/16kQkOQojQ
Negatif,2022,Pejuang PPDB Jakarta lolos menangis tidak apa-apa ngerasain adilnya sistem usaha semaksimal Semangat teman-teman Nilai tertawa
Negatif,2022,ppdb jakarta mohon tidak jelas banget
Negatif,2022,taniathlta iya nih kayaknya error melulu web ppdb jakarta kemarin ngeselin
Negatif,2022,tanyakanrl PPDB zonasi Jakarta kemarin anjing nama pas pilihan iseng lihat pilihan tidak ada uang nama pas pilihan KOK UDAH GAADA YAH BOLAK BALIK SCROLL ATAS BAWAH DAN REFRESH TETEP GAADA ANJG PANIK KAN MAEN
Negatif,2022,cipdisiniy Kagak Terima ppdb anjing jakarta pakai nilai zonasi umur
Negatif,2022,PPDB JAKARTA PENGEN GUE BANTAI MASIH KESEL BGT GUE
Negatif,2022,ppdb jakarta 15 anjing 14th 5 UTG DI JABAR
Negatif,2022,adil banget najis ppdb zonasi jakarta tua masuk sma akal banget anak masuk sma ketendang menunggu masuk sma negeri gila kapaan sistem nya PPDBDKI1
Negatif,2022,PPDB Jakarta gagal melulu iya jaringan aman
Negatif,2022,ppdb jakarta lemah otak bgttt
Negatif,2022,Web ppdb jakarta seperti ini
Netral,2022,Untuk memenuhi kebutuhan masyarakat Layanan PAUD Dinas Pendidikan Provinsi DKI Jakarta membuka layanan PPDB Tahun Ajaran 2022/2023 165 Satuan PAUD Negerivtersebar Jakarta peminat mendaftar Satuan PAUD Negeri meningkat
Netral,2022,Untuk memenuhi kebutuhan masyarakat Layanan PAUD Dinas Pendidikan Provinsi DKI Jakarta membuka layanan PPDB Tahun Ajaran 2022/2023 165 Satuan PAUD Negerivtersebar Jakarta peminat mendaftar Satuan PAUD Negeri meningkat
Netral,2022,yaallah allahu akbar\ngue nyesel banget pas ppdb milih SMAN 8 SMAN 68 Jakarta nsekarang nyesel bersalahnya ampun banget
Netral,2022,Penerimaan Peserta Didik Baru PPDB Online SMA Fons Vitae 2 Marsudirini Koja Jakarta Utara Tahun 2023/2024 https t.co/hi0VOayudc
Netral,2022,PPDB MTsN-MAN DKI Jakarta 2022 Tahap Akhir Link Pengumuman Cara Lapor Diri https t.co/n11XwOwZ1B
Netral,2022,Pengalaman Mengikuti PPDB Online DKI Jakarta part 1 https t.co/hjYINDlk5t\n BPerempuan\n bloggerperempuan
Netral,2022,SIAPonline ppdb depok kakak DKI Jakarta tinggalnya didaerah cinere mohon infonya.apa persyaratannya.dan jalur diikiuti terima kasih
Netral,2022,Cuma nyeritain tim coach persiapan IGT si emak nyeletuk Kamu ikutan jakarta nBUSETDAH DIKATA JOIN IGT KEK PPDB SMA APA NANGIS BGT
Netral,2022,PPDB SMA Hang Tuah 1 Jakarta tutup Selamat bergabung SMA Hang Tuah 1 Jakarta.\n\n smahangtuah1jakarta https t.co/tKMPgtQ5dc
Positif,2022,marlina_idha Bu Pulau Seribu SMA nya fisik bagus diliat PPDB daftar ulang Mau usul kayak SMA Unggulan pakai asrama calon siswa Jakarta khawatir daftar disana
Positif,2022,disyukuri Cuma if I COULD do this ppdb milih sekolah jakarta apapun sekolahnya Jakarta https t.co/etY8s3YKLT
Positif,2022,BungRetweet Kalo PPDB jakarta sekolah unggulan Dan nilainya bagus2
Positif,2022,'PPDB Jakarta japres lolos seleksi lulus SMP huhuhu puji Tuhan bersyukur nBuat teman lolos seleksi PPDB japres semoga jalur afirmasi amp zonasi keterima SMA Aaamiiinnnn nGood luck teman-teman Semangat https t.co/WIqhmbaG8G
Positif,2022,'Alhamdulillah keterima PPDB Jakarta jalur prestasi SMA bayangkan saya.\nThanks God
Positif,2022,Hari Pertama PPDB DKI Jakarta Berjalan Lancar https t.co/JbDGke0jSV n\n IDCORNER
Positif,2022,'KPAI PPDB Jakarta Berjalan Lancar Lupa Password Akun Dominasi Permasalahan PoskoPPDB https t.co/MWMg67z4df
Positif,2022,chajisung Semoga lolos PPDB gelombang 1 Jakarta Semoga kakak dijauhkan kesialan dilancarkan dimudahkan urusannya aamiin Rajin berdoa kak SEMANGAT JANGAN NYERAH nJaga kesehatan iya makan minum istirahat Good luck Have a bagus day
Positif,2022,Salut sih bikin presentil akademik PPDB DKI Jakarta sedetail menghitung presentil akademik Nilai akademik nilai non akademik akreditasi peringkat angkatan diramu nilai mewakili jalur prestasi PPDBDKI1
Positif,2022,Pemprov DKI Jakarta Penerimaan Peserta Didik Baru PPDB daring 2022 variatif membentuk kualitas pendidikan baik.\n\nhttps t.co/JGr4Ux8Ih2
Positif,2022,Wakil Gubernur DKI Jakarta Ahmad Riza Patria penyelenggaraan penerimaan peserta didik PPDB 2022 berjalan https t.co/PxeQ5OSuA8
Positif,2022,schfess ppdb jakarta pakai jalur kota alhamdulillah langsung diterima pilihan 1 nder geser umur nya muda tidak tahu si dihitung
